报告日期,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),110414,95144,62656,
结算备付金(万元),0,--,0,
拆出资金(万元),0,--,0,
交易性金融资产(万元),0,--,0,
衍生金融资产(万元),0,--,0,
应收票据(万元),0,--,0,
应收账款(万元),51207,81460,59499,
预付款项(万元),27438,44161,25515,
应收保费(万元),0,--,0,
应收分保账款(万元),0,--,0,
应收分保合同准备金(万元),0,--,0,
应收利息(万元),0,--,0,
应收股利(万元),0,--,0,
其他应收款(万元),47753,46916,44531,
应收出口退税(万元), 0,--,0,
应收补贴款(万元),0,--,0,
应收保证金(万元),0,--,0,
内部应收款(万元),0,--,0,
买入返售金融资产(万元),0,--,0,
存货(万元),31507,24404,22367,
待摊费用(万元),0,--,0,
待处理流动资产损益(万元),0,--,0,
一年内到期的非流动资产(万元),0,--,0,
其他流动资产(万元),0,--,0,
流动资产合计(万元),268319,292085,214568,
发放贷款及垫款(万元),0,--,0,
可供出售金融资产(万元),302,928,585,
持有至到期投资(万元),0,--,0,
长期应收款(万元),0,--,0,
长期股权投资(万元),25180,20685,14024,
其他长期投资(万元),0,--,0,
投资性房地产(万元),1255,1284,1312,
固定资产原值(万元),1207037,1086900,1163470,
累计折旧(万元),403258,352007,432127,
固定资产净值(万元),803780,734893,731343,
固定资产减值准备(万元),0,--,0,
固定资产(万元),803780,734893,731343,
在建工程(万元),270383,201419,117863,
工程物资(万元),0,0,2,
固定资产清理(万元),0,--,0,
生产性生物资产(万元),0,--,0,
公益性生物资产(万元),0,--,0,
油气资产(万元),0,--,0,
无形资产(万元),12178,14687,14989,
开发支出(万元),0,--,0,
商誉(万元),0,--,0,
长期待摊费用(万元),35500,33112,21190,
股权分置流通权(万元),0,--,0,
递延所得税资产(万元),799,741,514,
其他非流动资产(万元),3534,3958,4299,
非流动资产合计(万元),1152910,1011705,906120,
资产总计(万元),1421228,1303790,1120688,
短期借款(万元),489994,326444,191350,
向中央银行借款(万元),0,--,0,
吸收存款及同业存放(万元),0,--,0,
拆入资金(万元),0,--,0,
交易性金融负债(万元),17246,--,0,
衍生金融负债(万元),0,--,0,
应付票据(万元),85839,67111,60102,
应付账款(万元),179255,162421,90331,
预收账款(万元),20204,24365,17130,
卖出回购金融资产款(万元),0,--,0,
应付手续费及佣金(万元),0,--,0,
应付职工薪酬(万元),4100,5349,2287,
应交税费(万元),10868,14137,12323,
应付利息(万元),2561,4586,4184,
应付股利(万元),6,--,0,
其他应交款(万元),0,--,0,
应付保证金(万元),0,--,0,
内部应付款(万元),0,--,0,
其他应付款(万元),18061,19639,20081,
预提费用(万元),0,--,0,
预计流动负债(万元),0,--,0,
应付分保账款(万元),0,--,0,
保险合同准备金(万元),0,--,0,
代理买卖证券款(万元),0,--,0,
代理承销证券款(万元),0,--,0,
国际票证结算(万元),9330,2310,6074,
国内票证结算(万元),26310,23978,17207,
递延收益(万元),4074,4472,0,
应付短期债券(万元),0,--,0,
一年内到期的非流动负债(万元),106470,40082,47236,
其他流动负债(万元),0,80000,80000,
流动负债合计(万元),974316,774895,548306,
长期借款(万元),253132,264493,290364,
应付债券(万元),0,--,0,
长期应付款(万元),153089,100193,71686,
专项应付款(万元),1449,--,0,
预计非流动负债(万元),472,--,0,
长期递延收益(万元),0,--,--,
递延所得税负债(万元),41,136,56,
其他非流动负债(万元),0,--,0,
非流动负债合计(万元),408182,364822,362106,
负债合计(万元),1382498,1139718,910412,
实收资本(或股本)(万元),108150,108150,108150,
资本公积(万元),49345,49802,49486,
减:库存股(万元),0,--,0,
专项储备(万元),0,--,--,
盈余公积(万元),13959,13959,13959,
一般风险准备(万元),0,--,0,
未确定的投资损失(万元),0,--,0,
未分配利润(万元),-138296,-13323,30227,
拟分配现金股利(万元),0,--,0,
外币报表折算差额(万元),0,--,0,
归属于母公司股东权益合计(万元),33158,158589,201822,
少数股东权益(万元),5572,5484,8455,
所有者权益(或股东权益)合计(万元),38730,164072,210276,
负债和所有者权益(或股东权益)总计(万元),1421228,1303790,1120688,		
  
