报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),81680,41801,41855,11404,11879,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),--,--,--,--,--,
应收账款(万元),30364,14021,--,6950,4117,
预付款项(万元),4804,6858,4906,2628,319,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),2659,2041,--,453,343,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),123972,108755,116800,65839,34859,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,92,51,
其他流动资产(万元),4350,5409,5418,6285,5064,
流动资产合计(万元),247828,178884,189344,93650,56632,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),404,395,200,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),33084,31123,19178,--,--,
累计折旧(万元),7152,4242,1977,--,--,
固定资产净值(万元),25932,26881,17202,--,--,
固定资产减值准备(万元),400,271,--,--,--,
固定资产(万元),25531,26610,17202,8853,4717,
在建工程(万元),18825,1922,--,2453,845,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),11407,6446,4068,1931,1116,
开发支出(万元),--,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),2936,2981,574,136,69,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),1171,724,229,165,248,
其他非流动资产(万元),1546,257,380,466,1569,
非流动资产合计(万元),61821,39336,23860,14003,8564,
资产总计(万元),309649,218220,213205,107654,65196,
短期借款(万元),--,--,15800,11500,2186,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),--,--,--,4300,8137,
应付账款(万元),133938,89734,--,53180,37707,
预收账款(万元),4970,987,2392,296,1,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),4560,3586,2824,1584,695,
应交税费(万元),3321,1158,4339,65,26,
应付利息(万元),85,86,--,14,0,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),23080,14258,--,5795,3339,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,
其他流动负债(万元),215,129,5,5,5,
流动负债合计(万元),170170,109937,126568,76739,52096,
长期借款(万元),25000,25400,25400,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),199,176,82,30,18,
长期递延收益(万元),3103,1915,564,524,219,
递延所得税负债(万元),--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),28302,27491,26046,554,237,
负债合计(万元),198471,137428,152614,77294,52333,
实收资本(或股本)(万元),36000,36000,30600,30000,5000,
资本公积(万元),5014,5014,10414,3134,9875,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),7699,4902,1975,--,--,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),62464,34876,17601,-2774,-2012,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),111178,80792,60590,30360,12863,
少数股东权益(万元),--,--,--,--,--,
所有者权益(或股东权益)合计(万元),111178,80792,60590,30360,12863,
负债和所有者权益(或股东权益)总计(万元),309649,218220,213205,107654,65196,		
  
