报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),24944,14528,17523,27004,32205,7160,1609,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),35617,24545,13320,19366,13684,10964,6201,
应收账款(万元),129877,96663,93115,93248,97990,74070,64526,
预付款项(万元),10004,3863,1341,1457,2212,4365,2336,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),3722,3064,2441,1613,1599,1488,17931,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),20114,13157,8325,9229,11963,6939,7044,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,7,--,--,--,--,--,
其他流动资产(万元),1785,781,207,380,193,16,245,
流动资产合计(万元),226064,156607,136272,152296,159847,105002,99892,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,492,492,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),117685,84754,68236,57940,--,--,--,
累计折旧(万元),25292,18789,14008,9894,--,--,--,
固定资产净值(万元),92394,65965,54228,48046,--,--,--,
固定资产减值准备(万元),--,517,517,517,--,--,--,
固定资产(万元),92394,65448,53712,47529,38189,29464,14875,
在建工程(万元),5062,22321,17556,19457,757,3335,1899,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,2,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),20321,20119,20568,19865,9305,3918,5236,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),1173,1062,412,732,1029,232,218,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),2652,2368,2362,2409,2333,1528,2006,
其他非流动资产(万元),5814,5369,4661,620,2306,1727,1874,
非流动资产合计(万元),127416,116686,99271,90615,53919,40696,26599,
资产总计(万元),353480,273294,235543,242911,213766,145698,126491,
短期借款(万元),82500,50000,93801,83150,50146,28322,23400,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
