报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),76774,53142,42724,125135,152035,184237,202057,68433,51386,9804,4624,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),125,15,--,--,--,--,--,--,--,--,--,
应收账款(万元),49194,40547,47916,52667,44162,30889,24262,7304,4944,1263,1206,
预付款项(万元),3750,2543,2037,2475,6325,5411,1918,1714,158,588,10,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,30,1,--,--,733,3054,266,--,--,--,
应收股利(万元),--,--,560,--,--,--,--,--,--,--,--,
其他应收款(万元),7474,7722,2409,3994,4813,4082,2151,903,1324,292,78,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),1833,1460,729,485,340,206,175,9,30,7,7,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),157838,147281,162856,57517,39370,1232,--,--,--,--,--,
流动资产合计(万元),296987,252740,259233,242273,247047,226790,233617,78629,57843,11955,5924,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),19054,12490,8838,1875,6157,6560,5,--,--,--,--,
持有至到期投资(万元),6,6,5225,1953,2005,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),50125,45474,20236,11322,2550,2734,950,1150,1150,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),36950,33803,32927,31110,24999,16602,12742,8906,7072,--,--,
累计折旧(万元),23616,20185,17221,13420,10646,7628,5856,4267,2950,--,--,
固定资产净值(万元),13334,13618,15707,17690,14353,8974,6886,4638,4122,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),13334,13618,15707,17690,14353,8974,6886,4638,4122,3191,2506,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1674,1908,8495,8652,10050,5629,1578,1292,1110,1092,1170,
开发支出(万元),--,--,--,247,--,--,--,--,--,--,--,
商誉(万元),--,--,13504,37627,38879,19752,--,--,--,--,--,
长期待摊费用(万元),2913,3914,3605,4821,692,666,1084,791,619,706,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),311,227,517,390,495,204,364,344,244,91,0,
其他非流动资产(万元),28610,34718,34572,33504,29328,7500,--,--,--,--,600,
非流动资产合计(万元),116027,112356,110700,118083,104508,52019,10867,8216,7244,5080,4276,
资产总计(万元),413014,365096,369933,360356,351555,278809,244484,86845,65087,17034,10200,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
