报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),28672,31087,44007,17873,15769,17644,18052,26859,4402,8884,2102,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),940,707,1219,1158,1120,621,3,520,760,--,--,
应收账款(万元),133934,103782,89930,36611,22664,22641,16334,11114,8801,7018,4182,
预付款项(万元),3242,1098,2173,3721,11785,3391,2852,2268,2405,3506,363,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),4943,4774,3358,3945,3725,2838,3202,681,884,817,419,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),33297,32082,30665,20269,20415,20511,18023,7304,6001,4109,4327,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1106,931,30,--,761,279,--,--,--,--,--,
流动资产合计(万元),206134,174476,171380,83578,76240,67926,58467,48745,23254,24334,11394,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),5800,600,600,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),7667,689,826,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),12254,3228,2757,2234,2344,2454,2564,--,--,--,--,
固定资产原值(万元),53696,52617,32402,28663,26361,26276,20436,7216,3796,3489,--,
累计折旧(万元),13543,10697,9089,7003,5202,3817,2440,738,479,252,--,
固定资产净值(万元),40153,41920,23313,21660,21159,22458,17997,6478,3316,3237,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),40153,41920,23313,21660,21159,22458,17997,6478,3316,3237,2772,
在建工程(万元),4670,286,9292,810,178,106,2757,11589,5298,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),16277,17220,18135,17511,6764,6957,7171,7088,7279,1946,2031,
开发支出(万元),--,--,--,83,--,--,--,--,--,--,--,
商誉(万元),27845,29347,29347,5174,437,437,843,--,--,--,--,
