报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),11826,5886,5763,4548,
结算备付金(万元),--,--,--,--,
拆出资金(万元),--,--,--,--,
交易性金融资产(万元),--,--,--,--,
衍生金融资产(万元),--,--,--,--,
应收票据(万元),3955,1323,415,264,
应收账款(万元),12477,10999,7126,7618,
预付款项(万元),312,407,408,326,
应收保费(万元),--,--,--,--,
应收分保账款(万元),--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,
应收利息(万元),--,53,--,--,
应收股利(万元),--,--,--,--,
其他应收款(万元),608,199,295,334,
应收出口退税(万元), --,--,--,--,
应收补贴款(万元),--,--,--,--,
应收保证金(万元),--,--,--,--,
内部应收款(万元),--,--,--,--,
买入返售金融资产(万元),--,--,--,--,
存货(万元),9456,8268,5832,3164,
待摊费用(万元),--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,
其他流动资产(万元),630,362,76,673,
流动资产合计(万元),39265,27497,19914,16927,
发放贷款及垫款(万元),--,--,--,--,
可供出售金融资产(万元),765,765,765,--,
持有至到期投资(万元),--,--,--,--,
长期应收款(万元),--,--,--,--,
长期股权投资(万元),--,--,--,--,
其他长期投资(万元),--,--,--,--,
投资性房地产(万元),2027,--,--,--,
固定资产原值(万元),13995,--,--,--,
累计折旧(万元),1829,--,--,--,
固定资产净值(万元),12166,--,--,--,
固定资产减值准备(万元),--,--,--,--,
固定资产(万元),12166,13877,13831,635,
在建工程(万元),--,62,180,10107,
工程物资(万元),--,--,--,--,
固定资产清理(万元),--,--,--,--,
生产性生物资产(万元),--,--,--,--,
公益性生物资产(万元),--,--,--,--,
油气资产(万元),--,--,--,--,
无形资产(万元),729,776,798,385,
开发支出(万元),--,--,--,--,
商誉(万元),--,--,25,25,
长期待摊费用(万元),715,811,509,598,
股权分置流通权(万元),--,--,--,--,
递延所得税资产(万元),549,320,171,98,
其他非流动资产(万元),51,71,51,170,
非流动资产合计(万元),17060,16683,16328,12018,
资产总计(万元),56326,44180,36241,28945,
短期借款(万元),3054,2000,2000,--,
向中央银行借款(万元),--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,
拆入资金(万元),--,--,--,--,
交易性金融负债(万元),20,--,--,--,
衍生金融负债(万元),--,--,--,--,
应付票据(万元),2891,1059,--,--,
应付账款(万元),4205,3682,4203,2704,
预收账款(万元),1028,726,1247,546,
卖出回购金融资产款(万元),--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,
应付职工薪酬(万元),1680,1524,1080,869,
应交税费(万元),354,702,662,888,
应付利息(万元),2,3,2,--,
应付股利(万元),--,--,--,1116,
其他应交款(万元),--,--,--,--,
应付保证金(万元),--,--,--,--,
内部应付款(万元),--,--,--,--,
其他应付款(万元),236,265,412,1112,
预提费用(万元),--,--,--,--,
预计流动负债(万元),--,--,--,--,
应付分保账款(万元),--,--,--,--,
保险合同准备金(万元),--,--,--,--,
代理买卖证券款(万元),--,--,--,--,
代理承销证券款(万元),--,--,--,--,
国际票证结算(万元),--,--,--,--,
国内票证结算(万元),--,--,--,--,
递延收益(万元),--,--,--,--,
应付短期债券(万元),--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,
其他流动负债(万元),--,--,--,--,
流动负债合计(万元),13470,9959,9607,7235,
长期借款(万元),--,--,--,--,
应付债券(万元),--,--,--,--,
长期应付款(万元),--,--,--,--,
专项应付款(万元),--,--,--,--,
预计非流动负债(万元),48,33,26,21,
长期递延收益(万元),24,--,--,--,
递延所得税负债(万元),--,--,--,--,
其他非流动负债(万元),--,--,--,--,
非流动负债合计(万元),72,33,26,21,
负债合计(万元),13542,9992,9633,7256,
实收资本(或股本)(万元),7500,7500,7500,7500,
资本公积(万元),9738,10181,10181,10181,
减:库存股(万元),--,--,--,--,
专项储备(万元),--,--,--,--,
盈余公积(万元),1208,804,305,145,
一般风险准备(万元),--,--,--,--,
未确定的投资损失(万元),--,--,--,--,
未分配利润(万元),21166,13905,7666,3380,
拟分配现金股利(万元),--,--,--,--,
外币报表折算差额(万元),--,--,--,--,
归属于母公司股东权益合计(万元),39715,32433,25689,21211,
少数股东权益(万元),3068,1755,919,478,
所有者权益(或股东权益)合计(万元),42783,34187,26608,21689,
负债和所有者权益(或股东权益)总计(万元),56326,44180,36241,28945,		
  
