报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),35764,25444,12339,11623,9052,9459,4501,3193,3187,1851,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),6904,4740,5823,2979,6171,5825,5112,3449,1273,684,
应收账款(万元),34759,32004,10866,8863,14350,10640,7809,5802,5909,5313,
预付款项(万元),3263,6521,961,880,1341,1774,5260,2932,1458,1677,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2924,1560,563,616,93,72,91,90,60,1655,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),20120,20980,8129,7574,5439,4231,3804,4049,3959,2477,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),376,225,68,422,194,--,--,--,--,--,
流动资产合计(万元),104111,91473,38749,32957,36640,32001,26578,19515,15846,13657,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),51790,48779,39883,36218,29343,19402,17972,16519,11594,11349,
累计折旧(万元),18240,15397,12238,10068,8396,7281,6237,4932,4093,3337,
固定资产净值(万元),33550,33382,27645,26150,20947,12120,11735,11587,7501,8012,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),33550,33382,27645,26150,20947,12120,11735,11587,7501,8012,
在建工程(万元),619,977,945,3463,5460,9182,819,355,2966,75,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),7207,7802,4182,3859,3605,2220,937,960,1054,680,
开发支出(万元),--,198,--,--,--,--,--,--,--,--,
商誉(万元),58148,58457,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1863,1936,1965,1821,1281,613,536,435,315,272,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2492,2237,871,569,252,156,123,121,122,121,
其他非流动资产(万元),435,435,454,645,--,--,--,--,--,--,
非流动资产合计(万元),104314,105423,36062,36507,31545,24291,14150,13457,11958,9160,
资产总计(万元),208424,196896,74811,69464,68185,56292,40728,32972,27804,22817,
短期借款(万元),24950,25550,17550,14550,20601,20792,8950,4450,7250,10330,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),14710,10019,5218,1410,2377,7683,1900,--,--,--,
应付账款(万元),13661,13648,5776,5011,5495,3732,3423,4004,3004,2432,
预收账款(万元),1093,1325,123,199,81,190,93,70,82,62,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),644,859,328,322,299,274,202,183,241,275,
应交税费(万元),2339,2770,289,60,388,577,583,407,522,670,
应付利息(万元),--,--,30,44,35,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,742,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
