报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),239159,347325,346829,437876,475625,212239,160529,99991,72269,43056,46381,6740,9301,510,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
交易性金融资产(万元),3213,--,--,--,--,--,--,--,--,0,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收票据(万元),1915,4018,5164,9736,6273,3125,623,1153,1282,1547,1014,742,449,70,
应收账款(万元),719193,629056,540407,374527,415294,375552,216772,107292,55639,29558,17427,14849,5053,2985,
预付款项(万元),16108,8405,6738,8877,9541,6088,13042,9415,12633,3191,1509,1261,2608,177,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他应收款(万元),5967,10705,9173,7628,3991,1804,1964,807,1491,598,250,438,16959,7507,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
存货(万元),354851,299463,243273,214693,161284,117799,65392,47048,26309,22196,18268,8742,7501,2861,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,68,--,6,74,1,--,0,0,--,
其他流动资产(万元),41611,25655,30204,10972,5305,--,--,--,--,0,--,0,0,--,
流动资产合计(万元),1382018,1324628,1181788,1064308,1077313,716675,458321,265711,169696,100148,84849,32772,41871,14111,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
可供出售金融资产(万元),32815,36124,13874,12987,--,--,--,--,--,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期股权投资(万元),24767,24979,21748,12320,12210,5190,2308,--,--,0,--,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
固定资产原值(万元),1541580,1272686,935198,744570,615292,481767,373444,214764,138841,64689,44917,28764,12902,--,
累计折旧(万元),429848,315979,221038,155008,103235,67868,41607,24842,14367,8617,5034,2746,1410,--,
固定资产净值(万元),1111732,956708,714160,589562,512058,413898,331837,189923,124474,56073,39882,26018,11492,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),1111732,956708,714160,589562,512058,413898,331837,189923,124474,56073,39882,26018,11492,3260,
在建工程(万元),132021,86530,161577,79678,44734,54218,78278,49469,9927,12318,12949,2148,2048,231,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
无形资产(万元),202431,161014,145294,126580,104168,58348,54512,39022,18727,10034,4398,4286,1590,--,
开发支出(万元),30317,27019,16532,14180,8694,6534,4206,6228,2969,1575,--,0,0,--,
商誉(万元),1783,4598,9846,8962,7451,271,271,271,271,271,174,0,0,--,
长期待摊费用(万元),14479,11323,12041,7816,6004,1587,7030,5533,1838,313,359,268,370,429,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
递延所得税资产(万元),20503,10865,13035,7187,2560,2050,1419,682,428,310,79,119,84,35,
其他非流动资产(万元),21379,13271,1314,1213,581,869,--,--,--,0,--,0,0,--,
非流动资产合计(万元),1592227,1332432,1109422,860486,698461,542965,479859,291129,158635,80894,57842,32839,15584,3956,
资产总计(万元),2974246,2657059,2291209,1924795,1775774,1259640,938180,556840,328331,181041,142691,65611,57455,18067,
短期借款(万元),585171,437746,411797,227688,245195,320445,223076,192566,52084,46731,25764,17470,14970,5020,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
交易性金融负债(万元),11299,1153,--,--,--,--,--,--,--,0,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付票据(万元),32809,37305,20275,9332,9787,4739,8371,7695,8889,4392,590,625,7000,--,
应付账款(万元),528715,453302,367625,256131,228929,254976,152435,101176,51745,24828,16419,13386,7501,2369,
预收账款(万元),10421,5918,3633,4181,3099,939,481,322,601,300,205,280,372,11,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付职工薪酬(万元),54944,49561,45322,31834,22801,22002,15258,6987,3537,1254,1249,1267,1244,668,
应交税费(万元),9103,22485,23108,13955,7514,3422,2308,-4349,663,89,-214,549,1228,761,
应付利息(万元),2121,419,439,1229,986,911,16,210,197,0,--,0,0,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他应付款(万元),7599,7577,7826,5946,6549,1818,708,391,309,159,2469,4897,7596,167,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,
