报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),35670,37273,22564,30053,34678,40256,56193,3445,1580,3624,563,586,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应收票据(万元),1306,6187,8857,1113,3196,5302,2397,2217,341,--,0,6,
应收账款(万元),100842,82088,42798,22241,21232,17373,20700,21721,9540,9146,6651,8922,
预付款项(万元),6482,6082,4304,1785,3734,3307,6617,696,218,168,19,362,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应收利息(万元),--,--,13,47,86,390,390,--,--,--,0,0,
应收股利(万元),35,--,--,--,--,--,--,--,--,--,0,0,
其他应收款(万元),2138,1598,1897,1775,1775,1548,53,198,91,51,110,203,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,
存货(万元),75408,88032,44594,10305,12351,16915,13668,12725,4780,4324,2557,781,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,
其他流动资产(万元),5673,8492,5132,3151,2257,2173,690,--,--,--,0,0,
流动资产合计(万元),227555,229753,130160,70469,79310,87265,100707,41002,16551,17313,9899,10860,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
可供出售金融资产(万元),12888,10911,1786,500,1382,--,--,--,--,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
长期股权投资(万元),23362,21739,16767,4012,2755,1382,500,500,500,500,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,0,0,
投资性房地产(万元),25,27,--,--,--,--,--,--,--,--,0,0,
固定资产原值(万元),45596,36593,26249,21016,18860,11912,7462,7039,5497,--,0,0,
累计折旧(万元),10459,8802,7271,4433,3743,3126,2326,1712,1225,--,0,0,
固定资产净值(万元),35137,27791,18978,16583,15117,8786,5136,5327,4272,--,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,0,0,
固定资产(万元),35137,27791,18978,16583,15117,8786,5136,5327,4272,4030,3944,2206,
在建工程(万元),4402,896,20,--,477,3025,441,--,256,--,0,662,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,
无形资产(万元),8967,6796,5320,356,416,439,415,423,408,418,419,428,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,0,0,
商誉(万元),38880,38880,38880,--,--,811,--,--,--,--,0,0,
长期待摊费用(万元),529,562,279,--,--,--,--,--,--,--,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,0,0,
递延所得税资产(万元),5070,3451,3118,2452,1320,620,456,192,83,84,27,16,
其他非流动资产(万元),4743,3723,1058,626,57,3272,--,--,--,--,0,0,
非流动资产合计(万元),134003,114775,86206,24529,21525,18335,6947,6442,5520,5033,4389,3312,
资产总计(万元),361558,344528,216366,94998,100834,105600,107655,47444,22070,22346,14288,14172,
短期借款(万元),41341,28876,12526,--,2750,1477,10000,5500,2495,2850,2716,1780,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应付票据(万元),52154,60782,5525,7446,1825,2996,--,--,--,--,0,1000,
应付账款(万元),59276,70357,33487,5897,4706,5619,3743,6434,4342,8994,6467,6872,
预收账款(万元),29329,20275,28175,613,766,356,656,1600,199,235,80,112,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应付职工薪酬(万元),2131,2520,1529,482,413,148,65,48,62,49,34,72,
应交税费(万元),1801,2245,1476,28,105,61,54,585,217,-661,-470,291,
应付利息(万元),84,24,--,--,--,--,--,--,--,--,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
其他应付款(万元),1754,1399,3723,498,2568,2133,90,132,210,210,227,435,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,
流动负债合计(万元),187869,186477,86442,14964,13133,12791,14608,14299,7526,11676,9055,10562,
长期借款(万元),10000,--,--,--,--,--,--,--,--,--,0,0,
应付债券(万元),9707,9688,--,--,--,--,--,--,--,--,0,0,
长期应付款(万元),5194,1663,--,--,--,--,--,--,--,--,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,
长期递延收益(万元),1931,1896,1218,577,547,--,--,--,--,--,0,0,
递延所得税负债(万元),--,79,--,--,--,--,--,--,--,--,0,0,
其他非流动负债(万元),--,--,--,--,--,547,447,165,330,--,0,0,
非流动负债合计(万元),29399,15782,1218,577,547,547,447,165,330,--,0,0,
负债合计(万元),217269,202259,87660,15541,13680,13338,15055,14465,7856,11676,9055,10562,
实收资本(或股本)(万元),21214,11786,11786,10000,10000,10000,5000,3750,3750,3750,3263,3263,
资本公积(万元),86919,96166,95328,51352,51352,51352,56352,2241,2241,2241,1,1,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,0,0,
盈余公积(万元),2986,2955,2731,2731,2731,2731,2699,2699,822,468,197,35,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,
未分配利润(万元),34153,30750,18733,15375,22843,27861,28549,24289,7401,4210,1772,312,
