报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),6720,74491,97071,26766,27532,32702,17982,15432,18297,20656,29406,7843,5017,2322,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,0,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),140,77,185,0,46,508,25,95,--,0,--,0,0,0,
应收账款(万元),35619,34348,21728,16329,13209,6442,8321,6468,4274,2384,4199,3484,2336,3785,
预付款项(万元),3735,3554,1615,1213,1072,195,1034,3452,5782,274,406,1130,250,81,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,1339,827,15,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),1433,--,--,0,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),4071,1731,1451,1935,3186,665,1602,698,720,325,34,338,942,4096,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),3182,3899,5342,6202,7138,6042,12047,4457,2628,2537,2210,1648,2196,1177,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,4062,0,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),4523,4551,--,2086,651,1130,--,--,--,12,--,0,2,20,
流动资产合计(万元),59424,123990,132282,54546,52834,47685,41011,30604,31700,26187,36255,14444,10742,11481,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),4248,36000,6000,--,--,--,0,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),3453,1332,1214,1064,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),68891,40571,14941,14534,13161,3656,0,3642,270,0,--,0,0,0,
