报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),23486,57697,14756,6852,6705,6107,1949,4615,3725,2857,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3348,801,2728,3755,1500,511,437,444,841,579,
应收账款(万元),59253,53412,49639,35057,29823,32748,25218,24173,18724,16958,
预付款项(万元),1711,2222,1125,3811,928,1006,2127,2984,3953,1843,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1113,568,511,364,792,975,1169,1121,520,1600,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),43578,30475,24324,23356,24690,24073,21163,21339,20217,16657,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,333,209,--,--,--,--,--,--,--,
其他流动资产(万元),98363,6245,71922,76645,79,--,123,356,--,--,
流动资产合计(万元),230853,151753,165214,149839,64516,65421,52187,55032,47979,40494,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),420,420,20,20,20,20,20,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,229,448,--,--,--,--,--,--,--,
长期股权投资(万元),691,591,--,--,--,--,--,20,120,140,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),118444,95049,76318,80104,74106,69948,--,--,--,--,
累计折旧(万元),39510,31713,27879,32066,27513,23395,--,--,--,--,
固定资产净值(万元),78934,63336,48439,48038,46593,46554,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),78934,63336,48439,48038,46593,46554,42816,30451,27820,17509,
在建工程(万元),13807,10479,10109,3914,2876,545,1377,9675,3856,6410,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2449,2506,2468,2552,2642,2398,2446,2502,2159,2211,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),869,261,73,93,26,52,--,--,355,396,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),57,20,63,40,55,14,13,27,13,16,
其他非流动资产(万元),3300,3517,1616,--,--,--,--,--,--,--,
非流动资产合计(万元),100526,81358,63236,54656,52212,49582,46671,42675,34322,26681,
资产总计(万元),331378,233111,228450,204495,116728,115003,98858,97708,82302,67176,
短期借款(万元),--,--,--,--,13810,13507,19952,25816,17222,17648,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),27342,7700,12495,4789,500,4710,2410,5622,10705,7621,
应付账款(万元),33928,31672,28172,17302,17610,19789,14422,13717,12379,11932,
预收账款(万元),657,768,812,485,789,652,462,426,1157,1415,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2832,2314,2088,2318,806,834,811,596,650,792,
应交税费(万元),1354,1312,1201,1031,1528,621,299,243,1461,671,
应付利息(万元),173,--,--,--,3,14,49,80,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),203,579,168,224,271,1292,635,123,1472,1469,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,1320,1340,1340,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),66489,44344,44936,26149,35317,42739,40380,47963,45045,41548,
长期借款(万元),--,--,--,--,--,--,1320,2660,--,2000,
应付债券(万元),53443,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1733,1733,1733,1733,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),55176,1733,1733,1733,0,0,1320,2660,0,2000,
负债合计(万元),121665,46077,46669,27882,35317,42739,41700,50623,45045,43548,
实收资本(或股本)(万元),39000,30000,30000,30000,15000,15000,15000,15000,15000,10600,
资本公积(万元),83732,92729,92729,92729,8874,8874,9239,9239,9239,5203,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,
