报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),337118,68838,183555,131182,226074,37991,57128,167140,94196,114201,94175,29915,15512,7768,30378,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
交易性金融资产(万元),10192,1909,15758,2250,0,0,727,581,--,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收票据(万元),139386,176729,87055,45314,32478,96878,70762,132704,35547,14567,3559,4953,1187,2373,5380,
应收账款(万元),367716,340106,225769,101895,88562,103778,103173,90533,80501,57908,37906,56189,65972,20091,18761,
预付款项(万元),64152,76346,54931,75096,23716,35609,21439,12887,10069,15972,12629,10623,10619,14651,28644,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收利息(万元),695,2137,2295,2393,0,0,0,--,--,0,0,0,0,0,0,
应收股利(万元),--,0,--,--,0,3060,0,--,--,73,0,0,0,0,0,
其他应收款(万元),8377,4411,15196,2709,7013,3751,1448,6300,3760,1165,493,564,309,329,459,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
存货(万元),291843,255352,180838,78680,89717,77056,87710,84396,128677,88526,56129,87096,46528,28035,26279,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他流动资产(万元),8933,13060,15251,14889,19358,11899,2212,135,--,0,0,0,795,630,540,
流动资产合计(万元),1228413,938888,780649,454409,486916,370021,344599,494675,352749,292411,204892,189340,140922,73876,110441,
发放贷款及垫款(万元),81975,95857,87506,100534,--,--,--,--,--,0,0,0,0,0,0,
可供出售金融资产(万元),81600,81600,81600,81600,81600,--,0,--,--,0,421,2691,1601,138,81,
持有至到期投资(万元),--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
长期股权投资(万元),156081,149175,138336,118106,130165,237686,167715,61817,49599,27999,17600,0,0,2250,264,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
投资性房地产(万元),33569,4337,3229,2309,0,0,--,--,--,0,0,0,0,0,0,
固定资产原值(万元),261065,238005,184055,166552,158658,155990,157937,150512,126678,119702,78545,91950,56612,0,--,
累计折旧(万元),100582,84842,80124,73703,67033,59385,52919,42532,32470,28771,20448,19756,14723,0,--,
固定资产净值(万元),160483,153163,103931,92848,91625,96605,105018,107980,94208,90931,58096,72194,41889,0,--,
固定资产减值准备(万元),465,465,1277,1277,1488,1751,42,120,138,143,143,1117,1176,0,--,
固定资产(万元),160017,152698,102654,91571,90137,94854,104976,107860,94069,90788,57954,71077,40714,38799,30464,
在建工程(万元),56288,25353,16790,10715,4262,3172,3543,6200,20685,19748,41436,11067,18095,6806,4426,
工程物资(万元),--,--,--,--,--,--,0,--,--,706,199,471,4962,1195,1839,
固定资产清理(万元),--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
无形资产(万元),52324,33006,23909,24433,20048,20631,21040,21488,22461,19409,8156,5829,2441,1416,1453,
开发支出(万元),--,--,--,313,7,--,103,--,--,0,0,0,0,0,0,
商誉(万元),26737,23147,21469,15079,--,--,--,--,--,0,0,0,0,0,0,
长期待摊费用(万元),--,--,--,--,0,9,21,36,--,37,58,0,101,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
递延所得税资产(万元),14813,11843,4880,5235,3206,2146,1578,1738,3153,2320,1173,3347,2136,130,0,
其他非流动资产(万元),29998,12093,15407,17669,5306,3129,0,--,--,0,0,0,0,0,0,
非流动资产合计(万元),693403,589109,495780,467564,334730,361628,298977,199139,189966,161009,126996,94482,70050,50733,38528,
资产总计(万元),1921816,1527997,1276429,921973,821646,731649,643576,693814,542716,453420,331888,283822,210972,124609,148968,
短期借款(万元),410879,461978,209661,209457,244255,213646,212585,184165,121736,112808,80219,57637,20902,24315,54785,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
交易性金融负债(万元),541,6459,16530,284,--,0,361,139,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付票据(万元),91900,28600,89900,72000,0,0,0,1073,--,3000,0,7300,9000,0,33850,
应付账款(万元),348325,217080,281592,73530,134428,126163,112969,140957,110219,73727,72590,105614,88125,42288,21849,
预收账款(万元),19671,21626,17050,8160,10029,9771,9653,12482,8682,11297,13148,4259,9384,3166,3723,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付职工薪酬(万元),19211,13554,6658,6603,7325,5814,3499,3448,3269,2816,1470,2308,1867,1656,2175,
应交税费(万元),11962,8242,6815,6635,5596,395,-312,1733,2264,4571,-1229,-509,1265,-123,-65,
应付利息(万元),1545,809,269,253,220,694,330,756,746,374,200,297,0,0,0,
应付股利(万元),--,0,1559,2483,0,--,0,--,--,0,0,0,0,0,1128,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他应付款(万元),17533,30980,17138,7475,6158,6044,3970,3814,3611,3108,1984,1295,1009,632,1047,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,10,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
一年内到期的非流动负债(万元),96879,29413,119144,7929,89088,1707,29353,60270,61326,17682,10820,13000,3000,1100,1200,
其他流动负债(万元),12,2763,6716,273,1,1,3,88,9225,5611,0,0,418,646,809,
流动负债合计(万元),1018458,821504,773033,395082,497102,364235,372412,408925,321079,234994,179203,191211,134970,73679,120500,
长期借款(万元),52577,144534,34437,113130,0,78895,1760,31189,65524,74113,2460,13000,16000,9000,1100,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
长期应付款(万元),6,14,--,15,--,--,--,--,--,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,0,--,--,0,0,0,10,10,10,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
长期递延收益(万元),3688,3751,--,--,--,--,--,--,--,0,--,--,--,0,--,
递延所得税负债(万元),7250,5384,4073,412,310,49,38,131,--,0,0,108,82,4,0,
其他非流动负债(万元),--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,
非流动负债合计(万元),64260,154327,38511,113558,310,78944,1798,31321,65524,74113,2460,13108,16092,9014,1110,
负债合计(万元),1082718,975832,811544,508639,497411,443179,374211,440246,386603,309108,181663,204319,151062,82693,121610,
实收资本(或股本)(万元),195246,169560,169212,167140,154804,77402,77402,51601,40010,40010,40010,34510,20300,20300,15319,
资本公积(万元),230967,52556,20981,15611,10944,90682,90980,116312,43123,46417,53567,973,4838,4548,1469,
减:库存股(万元),11866,7019,7872,--,--,--,--,--,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
盈余公积(万元),24708,23450,23093,17359,16031,13875,11859,9969,7606,6670,5871,4773,3289,2301,1101,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
未分配利润(万元),370560,291110,231084,191720,154961,119671,100576,85305,69532,51583,39641,29220,26069,11664,5365,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,-13090,-11451,-11254,-5481,-1476,-1394,-272,0,0,0,
归属于母公司股东权益合计(万元),802937,517776,431208,381062,324235,288540,269365,251933,154790,143205,137695,69204,54496,38813,23254,
少数股东权益(万元),36161,34389,33678,32271,--,-71,--,1635,1323,1107,12530,10299,5414,3102,4104,
所有者权益(或股东权益)合计(万元),839098,552165,464886,413333,324235,288469,269365,253568,156113,144312,150225,79503,59910,41916,27358,
负债和所有者权益(或股东权益)总计(万元),1921816,1527997,1276429,921973,821646,731649,643576,693814,542716,453420,331888,283822,210972,124609,148968,		
  
