报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),44233,30973,16705,23051,34755,7746,3150,2394,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,4500,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),12360,7427,3243,5605,4978,4313,3861,2480,
应收账款(万元),41545,46355,15401,12693,12781,9141,8235,6213,
预付款项(万元),2180,3168,2274,3189,846,257,386,2314,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),5,--,--,--,--,--,--,--,
应收股利(万元),--,100,--,--,--,--,--,--,
其他应收款(万元),889,588,2834,584,379,794,756,364,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),36232,18898,5468,5070,3789,4446,3477,3330,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),6364,5352,5717,232,--,--,--,--,
流动资产合计(万元),143807,112862,51642,54924,57528,26696,19866,17095,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),7422,5000,3500,3500,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),617,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),97099,86883,39305,12878,10589,9536,--,--,
累计折旧(万元),30809,25084,6353,4392,3264,2444,--,--,
固定资产净值(万元),66290,61798,32952,8486,7324,7092,--,--,
固定资产减值准备(万元),--,20,--,--,--,--,--,--,
固定资产(万元),66290,61778,32952,8486,7324,7092,7153,5583,
在建工程(万元),25362,16220,12008,24675,12663,4982,205,665,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),30670,24360,10222,6188,5619,2717,2737,806,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),64646,64646,1394,1394,--,--,--,--,
长期待摊费用(万元),619,79,25,17,52,110,131,199,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),3341,2999,832,398,225,188,27,40,
其他非流动资产(万元),6193,4891,1775,--,--,--,--,--,
非流动资产合计(万元),205161,179973,62708,44659,25884,15090,10254,7292,
资产总计(万元),348968,292835,114351,99583,83412,41786,30120,24387,
短期借款(万元),59862,36207,24425,11853,5900,8072,6750,5050,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),8141,5724,--,172,--,--,--,--,
应付账款(万元),13619,14633,4918,4475,6889,4603,3439,3096,
预收账款(万元),69,113,40,39,27,69,5,11,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),4751,6006,565,855,703,650,279,175,
应交税费(万元),2456,3061,63,661,545,387,451,142,
应付利息(万元),121,101,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,
