报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),36413,30450,17507,17887,11059,11228,9288,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),145,375,--,--,--,79,--,
应收账款(万元),2569,1683,809,804,721,2115,2602,
预付款项(万元),2271,1760,1634,1992,2167,2021,1802,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),8,3,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),1175,735,781,1515,1070,828,542,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),16790,13571,11866,10907,9716,9041,6498,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,173,170,143,175,73,
其他流动资产(万元),35835,49000,5535,2407,2038,674,353,
流动资产合计(万元),95207,97577,38306,35683,26914,26161,21159,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),69952,51878,42837,28577,17941,--,--,
累计折旧(万元),12192,8772,6529,4775,3605,--,--,
固定资产净值(万元),57760,43106,36308,23802,14336,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),57760,43106,36308,23802,14336,11806,6463,
在建工程(万元),10616,3291,53,5133,6582,1931,4192,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),11300,7258,5467,4789,3024,3026,2988,
开发支出(万元),--,--,--,--,68,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),3329,2672,1399,1268,1157,1032,461,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),484,1212,786,793,257,250,204,
其他非流动资产(万元),6648,2912,1078,4056,838,325,130,
非流动资产合计(万元),90138,60450,45091,39841,26262,18370,14438,
资产总计(万元),185345,158027,83397,75523,53176,44531,35597,
短期借款(万元),--,--,--,2010,4768,3490,5883,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),9348,9551,7089,6147,4998,4382,3183,
应付账款(万元),35754,28747,22302,17503,10528,10738,5790,
预收账款(万元),23671,19181,14816,12470,6794,6515,4790,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),3707,2800,2277,1536,1359,1332,794,
应交税费(万元),2068,4162,3376,2182,1713,1380,1126,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),40,--,348,348,348,348,348,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),8027,5568,3424,2947,2432,1707,1065,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,3750,330,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),82615,70009,53634,48894,33271,29893,22980,
长期借款(万元),--,--,--,5437,3750,1781,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),1175,2142,1365,1468,360,421,535,
递延所得税负债(万元),1381,40,34,33,30,--,--,
其他非流动负债(万元),1591,--,--,--,--,--,--,
非流动负债合计(万元),4146,2182,1399,6938,4140,2201,535,
负债合计(万元),86761,72191,55033,55832,37411,32094,23515,
实收资本(或股本)(万元),6750,6700,5000,5000,5000,5000,5000,
资本公积(万元),47841,44442,3341,3341,3341,3341,5394,
减:库存股(万元),6650,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),3796,3796,2928,2024,1525,985,605,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),46541,30902,17095,9717,6282,3419,1323,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),98270,85836,28364,20081,16146,12745,12322,
少数股东权益(万元),314,--,0,-389,-382,-308,-240,
所有者权益(或股东权益)合计(万元),98584,85836,28364,19691,15764,12438,12082,
负债和所有者权益(或股东权益)总计(万元),185345,158027,83397,75523,53176,44531,35597,		
  
