报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),22270,20264,23143,20427,30627,44164,39474,7308,13298,8510,14969,8825,3606,1553,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收票据(万元),21772,18593,16953,19381,12361,11155,4994,8104,6638,6054,1595,1105,1689,338,
应收账款(万元),40496,41962,45579,49668,44207,33912,30064,24411,16261,8515,7200,4995,3313,2412,
预付款项(万元),8592,4433,3005,1616,6048,15173,14028,7534,3971,7099,5677,4226,1051,980,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收利息(万元),--,--,--,--,70,180,490,--,--,0,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他应收款(万元),16905,568,508,628,691,975,1138,980,512,951,968,2380,491,1706,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
存货(万元),21891,16936,15889,18004,26255,25360,28400,27819,23323,19173,13025,5200,7928,6274,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他流动资产(万元),350,73,1,--,--,--,--,--,--,0,--,--,--,--,
流动资产合计(万元),132276,102829,105078,109724,120259,130919,118588,76155,64004,50303,43435,26730,18078,13263,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
可供出售金融资产(万元),1038,1038,1038,1059,1059,--,--,--,--,0,0,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期应收款(万元),--,--,900,2700,5400,7200,--,--,--,0,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,1059,1059,1059,1059,1059,1059,1058,1058,20,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,241,260,279,298,318,338,
固定资产原值(万元),75132,78498,77364,76081,74570,62472,52501,47442,32467,27102,10534,--,--,--,
累计折旧(万元),35448,34119,29586,25025,20427,16434,13265,10032,7306,5496,4432,--,--,--,
固定资产净值(万元),39684,44379,47777,51056,54142,46038,39235,37410,25161,21606,6102,--,--,--,
固定资产减值准备(万元),557,560,533,433,--,--,--,--,--,0,0,--,--,--,
固定资产(万元),39127,43819,47245,50623,54142,46038,39235,37410,25161,21606,6102,4618,5084,5742,
在建工程(万元),4,9,--,1,--,5013,5796,4626,13453,4362,6747,237,12,151,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,187,--,--,--,
固定资产清理(万元),71,--,--,--,--,--,--,--,--,0,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
无形资产(万元),4692,5367,5527,5686,5767,5887,6078,6137,4896,5063,5146,1650,4795,5223,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期待摊费用(万元),309,--,--,--,--,7,11,14,--,0,--,--,0,5,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
递延所得税资产(万元),1108,4018,4108,4020,2014,1414,1099,368,276,198,125,184,116,238,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
非流动资产合计(万元),46349,54251,58818,64090,68383,66619,53278,49614,45086,32549,19646,8046,11384,11717,
资产总计(万元),178625,157080,163896,173814,188641,197538,171866,125769,109089,82851,63081,34776,29461,24980,
短期借款(万元),7000,8940,7800,5900,13750,21500,6001,8600,5820,8150,5700,10850,5164,3940,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付票据(万元),13438,6388,11500,13882,8639,14183,6349,6327,3120,1500,--,388,715,715,
应付账款(万元),17551,15255,17325,26187,27622,24778,17055,13144,11539,9858,6760,3517,3224,3065,
预收账款(万元),6986,2527,2718,4058,7388,7801,10337,15139,13074,7615,3700,2460,3482,2730,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付职工薪酬(万元),170,255,317,415,759,--,--,--,148,2,65,768,1326,1147,
应交税费(万元),2682,793,895,1241,720,434,215,1898,1194,-82,2,1157,1657,843,
应付利息(万元),4,--,--,--,294,175,--,--,--,0,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他应付款(万元),3549,449,474,592,818,908,676,1059,2149,2017,2378,1020,797,2604,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
流动负债合计(万元),51382,34607,41030,52274,59989,69779,40633,46166,37045,29061,18606,20161,16365,15043,
长期借款(万元),--,--,--,--,--,--,--,--,--,10000,3500,850,1250,1650,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期递延收益(万元),4198,5072,6103,6231,6557,--,--,--,--,0,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,6724,6645,2357,837,0,--,--,--,--,
非流动负债合计(万元),4198,5072,6103,6231,6557,6724,6645,2357,837,10000,3500,850,1250,1650,
负债合计(万元),55580,39679,47133,58506,66546,76503,47278,48524,37882,39061,22106,21011,17615,16693,
实收资本(或股本)(万元),43020,41970,41970,41970,41970,41970,41970,17055,11370,10120,9200,6900,3000,3000,
资本公积(万元),66504,63771,63771,63771,63771,63771,63771,40701,46454,22516,23450,3568,2258,1416,
减:库存股(万元),2599,--,--,--,--,--,--,--,--,0,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
盈余公积(万元),3460,2385,2363,2326,2246,2182,2156,1495,1122,853,657,217,821,558,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
未分配利润(万元),12649,9281,8659,7241,14109,13112,16691,17644,12261,10302,7667,3079,5116,2449,
