报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),57851,44713,16168,14422,14904,15643,25738,43686,50731,9336,8701,8113,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),466,--,--,--,8,1418,541,715,450,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),35,32,95,294,14,357,28,166,320,100,50,60,
应收账款(万元),38764,34308,34137,28220,32227,22874,20362,20231,19758,17239,20128,19944,
预付款项(万元),13417,17413,6730,4485,4386,3934,2924,7894,2627,1350,5381,5111,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),651,260,287,143,18,--,--,--,--,0,0,0,
应收股利(万元),253,--,--,--,--,--,--,--,--,0,0,0,
其他应收款(万元),3687,14011,4104,4225,10593,5216,5198,4192,3442,3565,3430,4687,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
存货(万元),37536,39213,40542,43271,38486,48182,35054,19937,17351,12715,11537,11929,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他流动资产(万元),59785,21795,40116,22332,--,--,--,--,--,0,0,0,
流动资产合计(万元),212453,171932,142179,117392,100636,97623,89844,96821,94679,44306,49227,49844,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
可供出售金融资产(万元),10101,3988,3918,4056,5420,1554,2000,1814,2017,2992,1517,4998,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期股权投资(万元),13428,9623,9536,11499,11603,11587,8067,1344,614,652,652,1266,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,
投资性房地产(万元),23417,25056,31683,33085,34437,--,--,--,--,0,0,0,
固定资产原值(万元),74255,68379,70617,70725,72847,67295,66689,61898,54753,52803,46199,0,
累计折旧(万元),39275,36979,36758,35404,33764,32668,29118,25627,23130,20642,17755,0,
