报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),26032,33897,6191,11923,11354,7038,13994,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),9598,4340,701,193,323,650,246,
应收账款(万元),6685,4964,352,181,264,99,30,
预付款项(万元),516,396,467,406,225,433,489,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),44,43,41,72,71,24,47,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),49599,44782,36162,27660,24551,22961,15310,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),33,10,--,--,--,--,--,
流动资产合计(万元),92506,88432,43914,40435,36787,31205,30116,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),50011,47679,46319,44560,--,--,--,
累计折旧(万元),27953,24200,20542,16914,--,--,--,
固定资产净值(万元),22058,23478,25777,27646,--,--,--,
固定资产减值准备(万元),1,1,1,1,--,--,--,
固定资产(万元),22058,23478,25776,27646,29907,31535,14297,
在建工程(万元),20369,15798,11625,7634,415,383,13884,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),7321,7499,7525,7723,7720,6125,6206,
开发支出(万元),1312,--,--,--,--,--,--,
商誉(万元),1923,1923,1923,1923,1923,1923,1923,
长期待摊费用(万元),--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),443,338,225,236,208,109,137,
其他非流动资产(万元),--,--,--,--,--,--,--,
非流动资产合计(万元),53426,49035,47074,45162,40172,40075,36448,
资产总计(万元),145932,137467,90988,85597,76959,71279,66563,
短期借款(万元),500,3700,17795,22000,24320,24500,15500,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,
应付账款(万元),1627,962,679,824,863,1222,909,
预收账款(万元),428,68,160,108,244,155,2947,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),4234,3721,3728,2791,2520,2584,2214,
应交税费(万元),1296,1021,654,413,495,573,366,
应付利息(万元),4,9,44,69,534,227,590,
应付股利(万元),--,--,--,--,--,--,10195,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),1062,258,195,143,184,598,525,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),2400,900,4088,4650,7250,2250,5000,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),11550,10638,27344,30998,36411,32109,38245,
长期借款(万元),--,2400,7600,9688,3938,11188,9000,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,958,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),3804,4114,5400,5540,5725,5595,4860,
递延所得税负债(万元),--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),3804,6514,13000,15227,9662,16782,14818,
负债合计(万元),15353,17152,40344,46225,46073,48891,53063,
实收资本(或股本)(万元),10800,10800,8100,8100,8100,8100,8100,
资本公积(万元),63930,63930,4335,4335,4335,4335,4335,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),7839,6302,4750,3222,1992,1001,136,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),48009,39282,33460,23715,16459,8953,930,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),130578,120315,50644,39371,30886,22388,13500,
少数股东权益(万元),--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),130578,120315,50644,39371,30886,22388,13500,
负债和所有者权益(或股东权益)总计(万元),145932,137467,90988,85597,76959,71279,66563,		
  
