报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),70296,46077,31257,33594,40377,25939,48111,34999,40872,18841,17414,21185,20517,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),1147,800,455,715,328,315,376,141,117,344,873,806,3088,
应收账款(万元),14443,11900,14468,12206,12949,13385,12168,9896,10363,11395,7684,9398,11634,
预付款项(万元),268,166,220,5607,2233,954,479,1750,2239,2896,2417,288,1037,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
其他应收款(万元),755,645,926,1130,1002,742,741,647,865,889,756,2119,794,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
存货(万元),194057,192412,198751,194224,184908,164341,153444,132976,115227,107290,90447,91668,89089,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
其他流动资产(万元),44279,51436,50587,37639,36633,802,601,--,--,0,--,--,0,
流动资产合计(万元),325245,303435,296664,285113,278430,206478,215919,180408,169682,141655,119592,125463,126159,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
可供出售金融资产(万元),3964,4014,4014,1740,1740,--,--,--,--,0,0,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
长期股权投资(万元),5269,5121,5095,5147,4941,9659,8768,8622,8438,7435,8185,8848,9093,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
投资性房地产(万元),172,180,189,197,205,213,221,229,238,246,1455,1491,1530,
固定资产原值(万元),216092,213469,203268,182482,179589,172071,158463,133780,117164,91806,80805,78206,136420,
累计折旧(万元),90308,82663,74025,67819,59403,53081,49613,48205,47070,44812,39637,36006,45290,
固定资产净值(万元),125784,130805,129243,114663,120187,118990,108850,85575,70094,46994,41168,42201,91130,
固定资产减值准备(万元),97,97,97,97,97,97,97,134,496,528,167,172,172,
固定资产(万元),125686,130708,129145,114566,120089,118893,108753,85441,69598,46466,41002,42029,90958,
在建工程(万元),--,3727,3991,15633,8658,4811,6010,14648,13615,22398,1858,1466,4281,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,--,25,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
无形资产(万元),13501,13935,14396,14900,15201,15618,15484,17332,18605,16133,10585,10414,8665,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
商誉(万元),2146,2146,2146,2146,2146,2146,2146,2146,2146,2146,--,--,0,
长期待摊费用(万元),193,212,281,350,398,245,174,169,201,236,--,--,214,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
