报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),43937,58727,64070,69635,62785,67190,54020,61226,8904,10512,7007,4460,
结算备付金(万元),--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),15520,10391,4505,4435,4828,2210,2755,3571,3827,1355,323,1213,
应收账款(万元),35979,33153,24901,21039,11726,9422,9332,8818,4632,2436,3246,2557,
预付款项(万元),2170,4373,3451,3437,1289,1645,5239,9216,3089,1325,4504,3810,
应收保费(万元),--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),521,1383,3450,1072,3349,549,424,461,242,226,271,362,
应收出口退税(万元), --,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,
存货(万元),45493,41003,37160,36695,34021,34783,30119,30764,20432,14345,13671,8784,
待摊费用(万元),--,--,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),1191,--,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),10192,524,7770,740,--,--,--,--,0,0,0,0,
流动资产合计(万元),155004,149553,145307,137053,117998,115797,101889,114056,41126,30200,29023,21187,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),13168,13168,6314,3966,2458,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),1018,1006,2256,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),100,121,--,--,--,1037,3291,3410,3419,26,102,57,
其他长期投资(万元),--,--,--,--,--,--,--,--,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,0,0,0,0,
固定资产原值(万元),59437,58821,47189,48981,49373,48651,46665,28397,22664,14776,0,0,
累计折旧(万元),19421,16431,13626,13771,13319,10928,8535,6976,5681,4761,0,0,
固定资产净值(万元),40015,42390,33563,35210,36053,37724,38130,21422,16983,10015,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,0,0,0,0,
固定资产(万元),40015,42390,33563,35210,36053,37724,38130,21422,16983,10015,8393,8167,
在建工程(万元),3436,24,7906,4152,3561,369,597,6466,3033,4090,808,456,
工程物资(万元),--,--,--,--,--,--,--,--,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,
无形资产(万元),15714,11003,12011,10883,7561,4188,4207,4290,4430,4459,1705,1792,
