报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),17476,138294,115596,82211,43291,47822,52570,50544,52086,21476,34122,13759,18748,3090,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,31,57,70,20,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),--,475,1405,969,217,821,2069,5438,782,1392,75,38,0,0,
应收账款(万元),44888,31289,12103,12102,11611,9108,6739,7673,4214,2575,2656,2718,1491,4686,
预付款项(万元),2109,1841,501,5406,2312,3104,6070,8297,4854,6443,16211,5062,5673,769,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,56,--,79,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),124314,2809,86943,1943,23611,3780,2698,6411,3082,4060,4967,3266,10895,4351,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),1307,1703,1446,43191,45155,44253,45113,49404,42097,35241,32889,18946,16385,12367,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),22250,364,37048,3863,2607,6230,--,--,--,0,--,0,0,0,
流动资产合计(万元),212344,176831,255042,149765,128805,115118,115258,127768,107113,71187,90951,43848,53261,25283,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),1500,1500,1500,1013,1015,--,--,--,--,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),691,1060,983,147,--,1013,1425,1425,1425,1000,--,0,30,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),493,513,533,553,573,1220,1263,1306,1349,1392,419,431,0,0,
固定资产原值(万元),102209,99577,99362,179331,86159,159726,70108,100155,94878,59050,57330,27752,25970,--,
累计折旧(万元),22929,17907,12687,44813,34036,31464,25905,26595,21006,17263,14160,11475,9969,--,
固定资产净值(万元),79280,81669,86674,134518,52124,128262,44204,73560,73872,41787,43170,16277,16001,--,
固定资产减值准备(万元),--,--,--,325,325,325,325,325,325,325,325,325,325,--,
固定资产(万元),79280,81669,86674,134193,51799,127938,43879,73236,73547,41462,42845,15952,15677,10857,
在建工程(万元),2687,6994,6704,8165,2396,999,69037,23636,3376,26741,1090,19330,2045,4,
工程物资(万元),--,--,--,--,--,9,760,128,--,0,--,0,0,3,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),6908,7893,8057,12901,9340,10007,10226,10315,10453,7768,5955,6016,6067,4474,
开发支出(万元),--,--,--,--,--,--,7,69,62,43,26,0,0,0,
商誉(万元),1531,5428,5428,5680,251,251,--,--,--,0,--,0,0,0,
长期待摊费用(万元),14,1137,2133,1161,410,487,669,819,972,1116,103,92,58,74,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),1035,681,457,1752,1483,2305,1704,1077,853,670,625,581,221,152,
其他非流动资产(万元),513,10056,2151,2747,3043,1500,--,--,--,0,--,0,0,0,
非流动资产合计(万元),94652,116930,114621,168311,70311,145728,128969,112011,92037,80191,51062,42402,24098,15563,
资产总计(万元),306995,293761,369663,318077,199116,260846,244227,239778,199150,151379,142013,86249,77360,40846,
短期借款(万元),32435,42599,30600,44370,52680,61057,59125,49770,50839,34590,38310,23879,18479,15976,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付票据(万元),--,2000,27009,47100,10650,45219,44308,39178,9000,0,12842,3875,5578,2980,
应付账款(万元),3487,4234,6591,22685,7330,13659,9258,10612,7791,4936,6628,4936,3337,3091,
预收账款(万元),2911,1793,2271,3672,610,1780,829,1721,2201,1617,1117,1379,937,723,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付职工薪酬(万元),541,337,314,616,633,319,596,520,369,401,343,298,455,408,
应交税费(万元),2412,3272,3053,2100,632,328,-6613,-5692,-4088,-3440,-228,1483,298,953,
应付利息(万元),6716,7,19,86,--,757,179,363,28,58,5,22,12,84,
应付股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应付款(万元),32900,970,16976,27340,3191,3972,3361,3967,3958,3621,1822,2379,1772,1984,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动负债(万元),32847,27222,45027,9198,12250,13858,14540,9713,1500,1000,1250,0,400,0,
其他流动负债(万元),--,--,--,108,119,10109,10089,10283,--,0,--,0,0,0,
流动负债合计(万元),114249,82434,131861,157276,88096,151059,135671,120434,71598,42782,62090,38250,31268,26199,
长期借款(万元),2000,3700,16000,38400,8300,17300,23172,35213,41100,57000,28450,22800,16200,400,
应付债券(万元),--,--,--,--,--,4973,--,--,--,0,--,0,0,0,
长期应付款(万元),--,11213,32746,159,--,--,--,--,--,0,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计非流动负债(万元),12931,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期递延收益(万元),224,236,--,384,492,--,--,--,--,0,--,--,--,--,
递延所得税负债(万元),687,734,273,--,--,--,--,--,--,0,--,0,0,0,
其他非流动负债(万元),--,--,--,--,--,1568,1881,2016,2097,948,798,0,0,0,
非流动负债合计(万元),15843,15884,49019,38943,8792,23841,25053,37229,43197,57948,29248,22800,16200,400,
负债合计(万元),130091,98317,180880,196219,96888,174900,160724,157663,114795,100731,91338,61050,47468,26599,
实收资本(或股本)(万元),75233,75233,75233,64332,64332,64332,64332,64332,35740,21500,21500,16000,16000,12519,
资本公积(万元),71886,71886,71886,8719,8988,8589,10741,10774,39157,22719,22719,5017,11574,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
专项储备(万元),478,204,67,105,3,--,--,--,--,0,--,--,--,--,
盈余公积(万元),3086,3086,3086,2082,1841,1441,1272,1122,1086,691,581,401,168,140,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未分配利润(万元),-1285,16528,16209,10075,8946,8453,5402,4331,7762,5626,5775,3691,1861,1386,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
归属于母公司股东权益合计(万元),149398,166936,166481,85314,84110,82815,81747,80559,83745,50536,50575,25108,29603,14045,
少数股东权益(万元),27506,28507,22303,36544,18118,3131,1756,1556,610,112,100,91,289,202,
所有者权益(或股东权益)合计(万元),176904,195444,188784,121858,102229,85947,83503,82115,84355,50648,50675,25199,29892,14247,
负债和所有者权益(或股东权益)总计(万元),306995,293761,369663,318077,199116,260846,244227,239778,199150,151379,142013,86249,77360,40846,		
  
