报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),51053,53148,103756,13771,14462,8453,9688,8964,6457,4116,2506,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4219,11395,11847,8897,6676,2669,3750,--,1104,--,--,
应收账款(万元),117380,84206,72403,46559,16953,13775,9086,4571,3447,3157,1118,
预付款项(万元),8752,10185,7185,11385,3505,1580,612,209,124,462,287,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),10829,4149,2431,6098,391,474,567,318,56,57,45,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),36787,24780,28373,5721,3157,877,1559,2986,535,133,1093,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),601,25222,345,110,287,--,--,--,--,--,--,
流动资产合计(万元),229621,213084,226341,92541,45432,27828,25262,17049,11723,7926,5048,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3580,445,445,445,445,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),76,204,363,574,669,--,--,--,--,--,--,
长期股权投资(万元),1590,1386,1189,540,--,445,445,445,445,445,1385,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,116,126,135,--,
固定资产原值(万元),15142,13644,5749,5224,3899,3861,3761,--,--,--,--,
累计折旧(万元),6362,4584,3485,3032,2384,2103,1786,--,--,--,--,
固定资产净值(万元),8780,9060,2264,2192,1516,1758,1975,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),8780,9060,2264,2192,1516,1758,1975,1964,2124,1984,2064,
在建工程(万元),17707,10044,10812,3323,1171,--,--,--,--,36,27,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),11995,10097,10500,9027,664,802,588,668,612,473,168,
开发支出(万元),1719,--,--,--,--,--,--,--,--,--,--,
商誉(万元),77564,124793,124793,59861,--,--,--,--,--,--,--,
长期待摊费用(万元),181,100,53,10,28,61,79,139,24,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2830,1552,1239,741,230,187,149,105,124,118,104,
其他非流动资产(万元),146,1480,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),126168,159161,151656,76712,4721,3252,3236,3437,3455,3190,3748,
资产总计(万元),355789,372245,377997,169253,50153,31080,28498,20486,15178,11116,8796,
短期借款(万元),39890,24244,20785,7620,--,--,137,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2800,2870,8,21,3361,867,1213,--,695,52,287,
应付账款(万元),47619,23530,23694,15410,9188,7918,7480,5418,2602,1603,522,
预收账款(万元),11238,4547,13661,1003,762,94,420,62,127,204,368,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3020,2307,1950,662,9,7,6,--,--,--,--,
应交税费(万元),6169,3626,4172,1512,2054,1380,1100,852,542,513,152,
应付利息(万元),52,12,26,12,--,--,--,--,--,--,--,
应付股利(万元),345,345,1156,1156,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1496,10407,24089,6253,76,87,44,27,15,21,927,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
