报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),46062,21688,15385,24527,50029,16280,15010,9077,5725,1950,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),6863,5727,6998,8035,5914,5179,3485,2325,1884,2348,
应收账款(万元),9170,6077,5915,8697,3978,3925,3333,2756,2775,2535,
预付款项(万元),1857,990,2896,5986,3221,1814,2586,1001,2877,685,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,307,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),253,54,58,295,10,138,113,69,25,17,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),17765,18747,15754,16109,5960,6290,7584,7456,6383,5535,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,107,--,--,--,--,--,--,
其他流动资产(万元),515,25664,207,--,--,--,--,--,--,--,
流动资产合计(万元),82485,78947,47214,63757,69419,33625,32113,22684,19668,13071,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),658,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),49752,48724,40457,33596,11605,9899,8432,--,6845,6532,
累计折旧(万元),17615,15493,12923,10511,5111,4203,4401,--,3176,2599,
固定资产净值(万元),32137,33231,27534,23085,6494,5696,4030,--,3669,3933,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),32137,33231,27534,23085,6494,5696,4030,3486,3669,3933,
在建工程(万元),15963,12543,7458,6076,4890,4205,806,263,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),12842,7067,7393,7731,1725,1772,1819,1865,1912,1939,
开发支出(万元),667,--,--,--,--,--,--,--,--,--,
商誉(万元),58788,58788,58788,58788,--,--,--,--,--,--,
长期待摊费用(万元),--,7,15,23,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1619,1168,414,348,32,56,54,23,24,22,
其他非流动资产(万元),1600,1148,11504,--,--,--,--,--,--,--,
非流动资产合计(万元),124274,113951,113105,96051,13142,11729,6709,5637,5605,5894,
资产总计(万元),206760,192898,160319,159808,82560,45354,38822,28321,25273,18965,
短期借款(万元),39194,24936,22519,17162,--,--,--,--,1264,3654,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2782,3490,7189,8100,5740,6798,7722,3989,5088,3448,
