报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),10900,20962,8193,3860,1153,1147,2664,1568,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),1112,820,872,538,521,226,303,1348,
应收账款(万元),4870,2498,1343,1753,1133,1040,1328,1454,
预付款项(万元),375,461,615,490,138,119,80,132,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),5,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),178,300,448,429,484,549,630,517,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),5124,3535,1478,1697,1674,1267,1135,925,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),9101,5827,69,51,2300,862,522,355,
流动资产合计(万元),31664,34403,13018,8819,7402,5210,6661,6299,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,285,281,273,270,267,288,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),33609,18858,18682,18170,14304,10754,9462,2385,
累计折旧(万元),9268,7253,5746,4240,3070,2100,1358,938,
固定资产净值(万元),24341,11605,12936,13930,11234,8654,8103,1447,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),24341,11605,12936,13930,11234,8654,8103,1447,
在建工程(万元),5850,15531,4328,123,2044,2065,--,2645,
工程物资(万元),341,398,172,289,272,24,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),3760,3823,3909,4002,1647,1682,1695,1731,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),1208,165,190,19,97,109,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),44,30,22,26,24,14,20,14,
其他非流动资产(万元),336,236,2698,475,80,24,195,1334,
非流动资产合计(万元),35880,31789,24540,19146,15672,12843,10280,7459,
资产总计(万元),67544,66192,37557,27965,23075,18053,16941,13758,
短期借款(万元),--,--,1000,2250,3750,4750,4750,3750,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),10174,6972,2885,410,460,930,660,700,
应付账款(万元),4375,6172,3395,2942,2618,1954,2351,672,
预收账款(万元),155,296,7,123,137,417,66,53,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),265,318,253,605,302,50,74,66,
应交税费(万元),42,187,135,250,201,112,69,71,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),284,228,336,223,146,81,149,113,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,100,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),15296,14173,8111,6803,7614,8294,8119,5425,
长期借款(万元),--,--,3686,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),355,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),355,0,3686,0,0,0,0,0,
负债合计(万元),15650,14173,11797,6803,7614,8294,8119,5425,
实收资本(或股本)(万元),8670,8670,6500,6500,6500,6000,6000,6000,
资本公积(万元),24581,24581,5405,5405,5405,2905,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,88,88,56,31,12,22,
盈余公积(万元),2211,1877,1377,917,350,82,623,573,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),16432,16891,12390,8251,3149,741,2187,1738,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),51893,52019,25760,21161,15460,9759,8822,8333,
少数股东权益(万元),--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),51893,52019,25760,21161,15460,9759,8822,8333,
负债和所有者权益(或股东权益)总计(万元),67544,66192,37557,27965,23075,18053,16941,13758,		
  
