报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),835218,968664,789935,899619,751611,422810,482006,746847,776458,607202,281856,488827,196262,261874,101862,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
交易性金融资产(万元),1227,566,14665,3690,1726,2712,2374,607,4438,3126,7040,210,413,569,1460,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收票据(万元),15182,51322,96486,36486,34224,16956,9098,18289,17516,18468,24148,39970,45638,15914,27912,
应收账款(万元),1287771,1284673,1197693,827166,501915,369328,195304,203586,257776,157121,125818,81969,73281,66237,51260,
预付款项(万元),331963,315572,378761,193253,119707,112706,51056,53171,45495,16094,20167,2565,5936,0,0,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收利息(万元),1925,2213,1514,6524,10191,4605,7677,12813,7647,4358,5920,5620,2494,1757,244,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
其他应收款(万元),106437,92267,106285,56348,24541,14263,12596,14085,15629,5433,5472,3374,1739,2671,2726,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
存货(万元),818856,1004924,782279,568625,335123,197119,95150,104811,65414,46147,18893,16586,0,0,0,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
其他流动资产(万元),26787,49085,32231,11610,6276,12627,12652,--,--,0,--,--,0,0,0,
流动资产合计(万元),3425379,3769419,3400226,2603364,1785386,1153176,867912,1154250,1190372,857949,489312,639121,325764,349022,185465,
发放贷款及垫款(万元),201523,280083,284863,189264,127676,76695,40497,30134,15773,0,--,--,0,0,0,
可供出售金融资产(万元),3549,800,--,--,10,--,21346,12516,31014,26486,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
长期应收款(万元),4240,4625,4042,10632,17038,15624,1179,--,--,0,--,--,0,0,0,
长期股权投资(万元),176004,155078,115039,100828,45198,36003,25,34,68,0,--,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
投资性房地产(万元),138369,109568,70998,151874,139502,101441,--,--,--,0,--,--,0,0,0,
固定资产原值(万元),202962,223551,179374,86206,59978,18133,53962,30958,26422,24440,8130,7102,5490,0,--,
累计折旧(万元),47517,--,20875,13264,8510,5897,6932,6922,4312,3421,2730,1819,1271,0,--,
固定资产净值(万元),155445,223551,158499,72943,51467,12236,47030,24037,22109,21020,5400,5283,4218,0,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,
固定资产(万元),155445,186339,158499,72943,51467,12236,47030,24037,22109,21020,5400,5283,4218,3842,2795,
在建工程(万元),51552,2206,1648,--,--,39707,41905,36542,8936,2835,10596,1132,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
无形资产(万元),111439,150167,138487,127626,6250,5802,15067,14686,14998,8553,5608,5462,504,414,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
商誉(万元),25463,25381,3854,1842,1274,272,1,1,56,55,--,--,0,0,0,
长期待摊费用(万元),20056,20170,19078,11979,9036,8654,9156,10583,794,398,440,268,227,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
递延所得税资产(万元),24716,16414,12251,10996,2427,2443,2361,3168,1962,1115,967,597,295,418,42,
其他非流动资产(万元),1489,5987,29197,--,--,--,--,--,--,0,--,--,0,0,0,
非流动资产合计(万元),913844,956819,837956,677983,399879,298878,178567,131701,95711,60461,23010,12742,5244,4673,2836,
资产总计(万元),4339223,4726238,4238183,3281347,2185265,1452053,1046479,1285951,1286083,918410,512322,651862,331008,353695,188301,
短期借款(万元),1920145,2169427,1761204,1766592,1338309,708770,584913,888777,887617,625974,282035,452009,231198,287919,135768,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
拆入资金(万元),5000,6800,19000,--,13000,--,--,--,--,0,--,--,0,0,0,
交易性金融负债(万元),490,4052,1334,4338,1997,3368,3685,3722,6315,1367,468,10321,221,108,118,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应付票据(万元),611284,688045,634862,396241,95871,136132,111934,123238,129553,93854,55957,30561,26250,19944,16222,
应付账款(万元),131086,150080,177389,128053,29921,59820,53649,32434,44463,19323,10657,1704,693,0,0,
预收账款(万元),98584,98754,132455,30127,27116,22106,23512,20365,53641,28702,24778,18344,20054,14943,13465,
卖出回购金融资产款(万元),47500,117611,84237,--,--,--,--,--,--,0,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应付职工薪酬(万元),14056,15978,9183,6494,4299,3462,2680,2061,1874,1424,1287,882,476,453,263,
应交税费(万元),19325,30441,19899,22103,9401,8123,6173,-1864,378,4250,6865,15217,12494,10363,7744,
应付利息(万元),11265,18201,12568,10639,9358,4046,3115,9335,8028,2551,6529,9976,6098,356,0,
应付股利(万元),360,359,488,418,27,--,--,421,--,0,--,1088,0,1465,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
其他应付款(万元),181713,98854,74846,38508,36428,37480,9118,6944,3689,3150,1879,859,14534,2940,2185,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
一年内到期的非流动负债(万元),126681,49030,71320,8720,77400,69811,4778,195,227,157,--,--,0,0,0,
其他流动负债(万元),40000,80000,166180,--,--,--,--,--,--,0,--,--,0,0,0,
流动负债合计(万元),3207488,3527631,3164966,2412232,1643128,1053118,803557,1085627,1135785,780752,390455,540961,312018,338492,175766,
长期借款(万元),116072,103500,48760,73380,20300,89139,38550,13990,648,900,--,--,0,0,0,
应付债券(万元),130000,209171,225000,115000,115000,--,50000,50000,--,0,--,--,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
预计非流动负债(万元),592,110,433,--,--,--,--,--,--,0,--,--,0,0,0,
长期递延收益(万元),1263,1302,1146,1173,1201,--,--,--,--,0,--,--,--,0,--,
递延所得税负债(万元),20311,19311,19722,17670,15212,11964,429,82,249,31,389,29,62,34,0,
其他非流动负债(万元),--,--,--,--,--,1217,1190,690,690,690,--,--,0,0,0,
非流动负债合计(万元),268238,333394,295061,207223,151713,102320,90169,64762,1587,1621,389,29,62,34,0,
负债合计(万元),3475727,3861025,3460027,2619455,1794841,1155438,893726,1150389,1137372,782373,390844,540990,312080,338526,175766,
实收资本(或股本)(万元),212270,212270,210869,104639,99778,98613,83413,83413,55608,37072,24715,12357,7082,7082,7082,
资本公积(万元),128590,128817,124835,221096,86197,110331,19985,11906,57362,70557,70945,82963,0,0,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,-597,0,--,--,--,0,--,
盈余公积(万元),24004,17695,15219,13447,11704,10948,9417,8988,7688,5819,5819,4631,3273,2520,1264,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
未分配利润(万元),171837,187181,147086,123221,75720,52152,38585,33138,27054,19308,19563,10684,8511,5574,4189,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,-4678,-3114,-2910,-1930,-77,147,211,61,-6,0,
归属于母公司股东权益合计(万元),591180,595416,548922,504435,316798,267365,148285,134535,145185,132678,121189,110846,18928,15169,12536,
少数股东权益(万元),272316,269797,229234,157458,73626,29249,4468,1027,3526,3358,290,26,0,0,0,
所有者权益(或股东权益)合计(万元),863497,865213,778156,661892,390424,296615,152753,135562,148711,136037,121478,110872,18928,15169,12536,
负债和所有者权益(或股东权益)总计(万元),4339223,4726238,4238183,3281347,2185265,1452053,1046479,1285951,1286083,918410,512322,651862,331008,353695,188301,		
  
