报告日期,2016-12-31,2015-12-31,2014-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),386,15081,19426,16798,9679,2784,2750,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),112,10,1169,435,425,935,--,
应收账款(万元),89230,72821,57386,26494,19127,16739,7176,
预付款项(万元),9136,8327,10189,5583,3962,2819,900,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),457,114,122,412,460,176,249,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),201644,197825,169100,79735,49218,34401,13232,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),87,1892,3777,1086,341,334,--,
流动资产合计(万元),301052,296071,261170,130542,83212,58187,24308,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),0,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,--,--,14130,--,--,--,
累计折旧(万元),--,--,--,2772,--,--,--,
固定资产净值(万元),--,--,--,11358,--,--,--,
固定资产减值准备(万元),--,--,--,105,--,--,--,
固定资产(万元),9226,10090,10908,11253,10050,9151,3918,
在建工程(万元),2052,1683,1528,354,--,124,3318,
工程物资(万元),2,2,9,32,--,--,6,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),2041,2089,2105,620,626,706,716,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),32,32,--,--,--,--,--,
长期待摊费用(万元),59,76,25,24,62,98,20,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),1444,783,521,439,244,232,0,
其他非流动资产(万元),79,79,79,--,--,--,60,
非流动资产合计(万元),14935,14835,15176,12722,10983,10312,8039,
资产总计(万元),315987,310905,276346,143263,94195,68499,32347,
短期借款(万元),43657,96411,114319,70440,39838,16975,7994,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,30000,33000,8900,6000,--,--,
应付账款(万元),31810,22726,28533,12973,8874,16995,2334,
预收账款(万元),1898,1572,1766,688,1889,1025,353,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),1811,929,320,315,227,177,276,
应交税费(万元),2761,1046,410,3256,2268,561,180,
应付利息(万元),10505,3923,991,155,227,122,308,
应付股利(万元),1950,1950,1950,--,--,2649,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),43267,6310,26059,344,191,299,202,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,3943,--,1500,--,1000,150,
其他流动负债(万元),--,--,--,--,--,15,--,
流动负债合计(万元),137658,168812,207347,98572,59513,39818,11797,
长期借款(万元),33266,--,3943,--,1500,1500,1350,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),1880,1947,2013,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,1344,444,374,374,
非流动负债合计(万元),35146,1947,5957,1344,1944,1874,1724,
负债合计(万元),172804,170758,213304,99916,61457,41692,13521,
实收资本(或股本)(万元),23612,23412,13000,13000,13000,13000,11000,
资本公积(万元),64717,63517,6432,6432,6432,6432,2032,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),6379,6206,5246,2957,1769,1048,578,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),48475,47012,38365,20959,11537,6327,5216,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),143183,140147,63043,43348,32738,26807,18826,
少数股东权益(万元),--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),143183,140147,63043,43348,32738,26807,18826,
负债和所有者权益(或股东权益)总计(万元),315987,310905,276346,143263,94195,68499,32347,		
  
