报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),449685,560358,223262,182634,152882,136561,101474,62177,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,185,35,--,--,--,148,
衍生金融资产(万元),--,--,--,--,--,--,933,--,
应收票据(万元),3403,3886,4331,--,--,131,--,--,
应收账款(万元),617973,574999,342934,325652,269994,238835,206473,70492,
预付款项(万元),3052,3135,1113,296,74328,38180,14121,66433,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,94,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),5112,6689,3615,3662,16000,5117,4261,3236,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),276024,221026,195820,191631,205363,119401,126931,72661,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),84450,66025,72543,69630,270,236,190,127,
流动资产合计(万元),1439700,1436118,843802,773540,718839,538461,454382,275369,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),11723,1951,1388,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),3422,3574,4492,2465,1080,1134,1254,1897,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),3312698,2544718,1916028,1680667,1340968,894355,725691,428420,
累计折旧(万元),1033577,848138,708339,595769,396227,260408,147644,68529,
固定资产净值(万元),2279121,1696580,1207689,1084899,944741,633947,578047,359891,
固定资产减值准备(万元),6164,5137,--,--,--,--,--,--,
固定资产(万元),2272957,1691443,1207689,1084899,944741,633947,578047,359891,
在建工程(万元),139250,87503,29460,10176,41095,44649,36558,19881,
工程物资(万元),2118,2622,1277,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),259878,174241,145926,106820,73164,74368,35804,20142,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,4497,4497,--,--,--,--,--,
长期待摊费用(万元),2778,1715,2194,4818,9514,15015,19296,8309,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),60407,55468,53931,44142,35410,20868,15401,8530,
其他非流动资产(万元),121771,113094,86278,22325,--,--,--,--,
非流动资产合计(万元),2874303,2136107,1537132,1275644,1105004,789981,686360,418649,
资产总计(万元),4314002,3572225,2380934,2049184,1823843,1328442,1140742,694018,
短期借款(万元),957513,417554,422584,536855,585844,319606,388054,236903,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,2350,--,1564,--,--,--,131,
衍生金融负债(万元),--,--,--,--,--,85,--,--,
应付票据(万元),21665,36370,25615,53935,7246,--,--,--,
应付账款(万元),703223,535291,353980,260443,323583,210278,205515,79601,
预收账款(万元),2363,177,254,415,315,559,--,74,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),72681,74267,57138,41148,45606,27038,21192,12954,
应交税费(万元),16637,28875,2091,7646,-53742,3992,-1836,-3144,
应付利息(万元),6994,2204,665,807,920,727,1374,722,
应付股利(万元),--,--,--,--,--,--,--,7244,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),68853,15773,27286,10212,18909,23728,55782,99722,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),137784,30138,25673,21431,72751,71012,55915,--,
其他流动负债(万元),11601,9307,4581,--,2794,2944,2246,5494,
流动负债合计(万元),1999313,1152305,919867,934457,1004226,659969,728244,439700,
长期借款(万元),138616,305000,10000,25500,28500,--,17839,72326,
应付债券(万元),387118,367433,--,--,--,--,--,--,
长期应付款(万元),--,11989,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),147,215,517,--,--,--,--,--,
长期递延收益(万元),66682,39380,42659,45938,49286,45489,16471,--,
递延所得税负债(万元),13417,16269,47,5,14,41,207,19,
其他非流动负债(万元),--,--,--,--,--,--,--,3200,
非流动负债合计(万元),605980,740285,53223,71443,77800,45530,34517,75544,
负债合计(万元),2605293,1892591,973090,1005900,1082026,705498,762761,515244,
实收资本(或股本)(万元),392680,262903,218160,67336,60600,60600,60600,60600,
资本公积(万元),179580,315254,320686,145780,1852,1852,2475,2475,
减:库存股(万元),--,17127,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),136410,109127,85837,69389,55518,41773,22672,5383,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),891594,915385,777609,760963,620558,516617,291318,108682,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,1633,
归属于母公司股东权益合计(万元),1705472,1672979,1400135,1042583,741059,622129,375282,178774,
少数股东权益(万元),3237,6655,7710,700,758,814,2699,--,
所有者权益(或股东权益)合计(万元),1708709,1679634,1407845,1043284,741817,622944,377981,178774,
负债和所有者权益(或股东权益)总计(万元),4314002,3572225,2380934,2049184,1823843,1328442,1140742,694018,		
  
