报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),23383,27271,25747,32572,23466,12119,14911,28101,8290,6022,6388,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,6147,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,55,--,10,--,--,--,
应收账款(万元),3875,4929,3323,3827,4393,6170,6052,5713,4377,2997,1722,
预付款项(万元),392,386,712,567,303,839,1543,599,704,1516,1869,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,55,66,108,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),188,632,3069,1267,2532,268,501,619,745,274,219,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),9496,6239,5314,7718,9082,12969,12333,7425,6483,6181,6676,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,14,25,32,1,19,--,--,--,--,
其他流动资产(万元),1707,1519,8387,274,61,--,4,4,--,--,6,
流动资产合计(万元),39042,47177,46632,46358,39869,32421,35362,42472,20599,16990,16879,
发放贷款及垫款(万元),--,19541,18757,25714,--,--,--,--,--,--,--,
可供出售金融资产(万元),6023,2218,772,772,772,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),11444,7931,5001,--,9923,10690,4877,1372,1372,1372,167,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),10977,5485,1393,1518,1642,1327,1315,--,--,--,--,
固定资产原值(万元),41308,46166,35479,34956,34640,35099,35017,28603,19534,--,--,
累计折旧(万元),20313,20082,18514,16553,14124,11737,9820,8017,6217,--,--,
固定资产净值(万元),20996,26084,16965,18403,20515,23362,25197,20586,13317,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),20996,26084,16965,18403,20515,23362,25197,20586,13317,14010,13789,
在建工程(万元),1235,692,12367,8144,142,--,--,2949,2456,--,4,
