报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),34272,19278,6895,20281,11689,12083,9583,8011,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),25822,29899,777,228,1709,1147,1513,1405,
应收账款(万元),3740,4049,2238,1058,1280,1141,945,733,
预付款项(万元),2891,1489,1794,1180,1967,2297,2929,3500,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),45,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),937,862,88,117,263,187,140,173,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),15848,11706,5262,5440,5790,6822,9457,11110,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),5648,10340,14693,6712,169,--,--,--,
流动资产合计(万元),89204,77622,31747,35015,22868,23676,24568,24932,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),68416,70328,--,--,--,--,--,--,
固定资产原值(万元),79568,75155,3211,3135,3068,2822,--,--,
累计折旧(万元),27454,23238,1248,1078,875,661,--,--,
固定资产净值(万元),52115,51917,1962,2057,2193,2161,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),52115,51917,1962,2057,2193,2161,2142,1236,
在建工程(万元),177,1294,6262,2795,710,--,--,63,
工程物资(万元),--,604,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),28101,29821,3567,3285,2860,1810,1851,1898,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),78747,78747,--,--,--,--,--,--,
长期待摊费用(万元),1012,1039,--,--,--,--,--,4,
