报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),1508487,1835448,1809179,2374158,1427698,686872,1013274,1331075,1576241,2461306,872502,1199938,278939,
结算备付金(万元),250837,298064,292576,423039,288997,151454,93469,85714,117460,113572,40658,134560,284558,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融资产(万元),302333,195671,131264,143165,23476,87645,35254,71809,121948,131616,153448,305581,117949,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收账款(万元),32306,43119,65351,47058,54711,23061,--,--,--,0,--,--,--,
预付款项(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),99322,103048,74658,46339,42313,22222,11929,10484,3982,0,134,112,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),10950,5514,4269,4925,16579,17430,33796,28391,29769,27223,9876,130432,49663,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),1079739,876245,635150,466313,611005,391140,108739,34000,--,0,--,--,--,
存货(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,1076618,--,--,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2968512,2769157,2504521,1927297,1497959,861325,531628,361748,361334,66159,13615,18475,13988,
持有至到期投资(万元),66300,--,1944,3901,--,--,--,0,--,0,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),271635,253362,209475,88847,41171,90208,90275,87404,89912,49220,42073,48580,36041,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
固定资产原值(万元),207993,206356,201473,197066,186993,165013,161590,148054,106745,77126,71459,58580,50629,
累计折旧(万元),73135,66023,58378,50292,40922,45538,38333,32632,28413,27329,25899,24807,22114,
固定资产净值(万元),134858,140334,143095,146774,146071,119475,123257,115422,78332,49797,45559,33773,28515,
