报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2009-12-31,
货币资金(万元),249,141,173,259,342,346,345,363,843,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,
应收账款(万元),2252,2252,2252,2252,2252,2252,2295,2295,2736,
预付款项(万元),47,47,47,47,47,47,47,47,47,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,68,
其他应收款(万元),17371,17407,17313,17150,17193,17103,17005,16998,16093,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),1406,1407,1410,1410,1411,1418,1418,1419,1942,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),712,712,712,712,712,145,145,145,1,
流动资产合计(万元),22037,21966,21906,21830,21957,21310,21255,21267,21730,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),492,492,492,492,492,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,492,492,492,3808,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),3716,3884,4053,4222,4391,4560,4729,4898,5236,
固定资产原值(万元),--,--,--,--,--,12225,12225,12223,12416,
累计折旧(万元),--,--,--,--,--,8296,8085,7802,7343,
固定资产净值(万元),--,--,--,--,--,3929,4140,4421,5073,
固定资产减值准备(万元),--,--,--,--,--,2250,2250,2250,2252,
固定资产(万元),1073,1168,1261,1364,1491,1679,1889,2171,2821,
在建工程(万元),--,40,40,40,40,40,40,40,40,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),345,357,370,383,396,408,421,437,480,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),--,--,--,--,--,--,--,--,--,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),5665,5942,6217,6502,6810,7179,7572,8037,12386,
资产总计(万元),27702,27908,28123,28331,28767,28489,28826,29304,34116,
短期借款(万元),55928,55928,55928,55928,55928,55928,55928,55928,58423,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,
应付账款(万元),1808,1808,1808,1808,1810,1810,1795,1799,1822,
预收账款(万元),1114,1114,1114,1114,1114,1114,1211,1170,1161,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),195,192,238,269,293,343,376,418,478,
应交税费(万元),1036,1038,1039,1033,1033,462,462,462,466,
应付利息(万元),89243,83564,77885,72206,66527,60848,55169,49490,--,
应付股利(万元),149,149,149,149,149,149,149,149,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),5824,5799,5798,5682,5801,5745,5614,5607,5504,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),155298,149592,143959,138190,132656,126400,120704,115023,0,
长期借款(万元),--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),13817,13817,13817,13817,13817,13817,13817,13817,13817,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),13817,13817,13817,13817,13817,13817,13817,13817,0,
负债合计(万元),169115,163409,157776,152007,146473,140216,134521,128840,0,
实收资本(或股本)(万元),29090,29090,29090,29090,29090,29090,29090,29090,29090,
资本公积(万元),7316,7316,7316,7316,7316,7316,7316,7316,7316,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),2847,2847,2847,2847,2847,2847,2847,2847,2847,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),-180656,-174750,-168907,-162934,-156965,-150983,-144953,-138801,-128393,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),-141404,-135497,-129654,-123681,-117712,-111730,-105700,-99548,-89140,
少数股东权益(万元),-9,-3,0,5,6,3,6,12,87,
所有者权益(或股东权益)合计(万元),-141413,-135500,-129653,-123675,-117706,-111727,-105695,-99536,-89053,
负债和所有者权益(或股东权益)总计(万元),27702,27908,28123,28331,28767,28489,28826,29304,34116,		
  
