报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),144628,206087,137882,117361,94338,36275,36759,42072,23526,7935,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,15,--,--,--,158,--,--,240,--,
衍生金融资产(万元),--,--,1323,--,--,--,--,--,--,--,
应收票据(万元),25000,--,--,--,--,--,--,--,--,--,
应收账款(万元),1407,107,300,5,157,275,383,4418,884,1580,
预付款项(万元),243923,69166,62205,52670,50442,28399,19379,22224,5695,6468,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,70,226,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),25417,10192,7526,4727,3050,2533,2573,2272,4149,1514,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),450263,388011,360089,319332,317507,214291,205121,121916,99315,38019,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,158,--,--,--,
其他流动资产(万元),4586,10028,12352,12783,13300,6495,502,265,--,--,
流动资产合计(万元),895224,683606,581746,507103,478794,288424,264876,193168,133809,55517,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,908,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),191100,182357,134702,110509,86094,69077,65698,--,--,--,
累计折旧(万元),55743,45143,35564,24854,19034,14867,10329,--,--,--,
固定资产净值(万元),135356,137213,99138,85655,67061,54210,55369,--,--,--,
固定资产减值准备(万元),4192,845,845,109,--,--,--,--,--,--,
固定资产(万元),131164,136368,98293,85546,67061,54210,55369,50787,37495,5985,
在建工程(万元),15371,7408,14795,2084,4022,2921,1242,507,346,14902,
工程物资(万元),14,16,270,188,49,--,--,21,165,110,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),125680,120097,77744,19579,7077,7273,7468,7663,7858,2460,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),2803,2477,3072,2149,80,--,--,331,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1709,1931,2127,1753,1160,830,560,368,29,19,
其他非流动资产(万元),--,5700,1058,--,5762,1223,1223,--,--,--,
