报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),39584,35098,71257,24084,15030,24956,29880,15916,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),1768,2674,1915,1134,5068,372,30,12377,
应收账款(万元),64030,60855,31391,38500,36885,40649,19890,21507,
预付款项(万元),5876,4879,3227,11133,186,262,176,858,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),834,1784,889,507,921,850,694,1313,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),28047,27323,26317,36644,13376,3843,11176,14280,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),48210,28663,3797,1300,--,--,--,--,
流动资产合计(万元),188349,161276,138793,113303,71465,70931,61847,66251,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),284,315,--,--,--,--,--,--,
固定资产原值(万元),4946,4906,5101,4978,--,--,--,--,
累计折旧(万元),2964,2845,2948,2709,--,--,--,--,
固定资产净值(万元),1982,2061,2153,2269,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),1982,2061,2153,2269,2243,2296,2382,2684,
在建工程(万元),684,206,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),473,394,306,312,269,260,586,1460,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,58,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),1687,2039,1595,2103,1477,735,373,259,
其他非流动资产(万元),--,--,--,--,--,--,--,--,
非流动资产合计(万元),5110,5015,4054,4684,3989,3291,3341,4461,
资产总计(万元),193460,166290,142848,117987,75454,74222,65188,70711,
短期借款(万元),--,--,--,--,--,--,--,3000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,1769,--,--,120,1122,
应付账款(万元),59124,56162,46285,55338,23633,24215,21435,25381,
预收账款(万元),9985,1610,1332,494,257,237,66,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1897,1700,1545,434,354,311,352,316,
应交税费(万元),972,2341,476,4830,2970,3923,1230,1085,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),--,69,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),152,701,131,73,23,68,104,123,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),9545,4028,4265,668,239,72,243,678,
流动负债合计(万元),81675,66611,54035,63606,27476,28826,23550,31705,
长期借款(万元),--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),0,0,0,0,0,0,0,0,
负债合计(万元),81675,66611,54035,63606,27476,28826,23550,31705,
实收资本(或股本)(万元),21336,21336,21336,16000,16000,16000,16000,16000,
资本公积(万元),25862,25862,26174,10515,10515,10515,10515,10515,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),6720,5190,4028,2894,2234,1887,1472,1173,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),55947,45635,37161,24971,19283,17050,13683,9245,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,-30,
归属于母公司股东权益合计(万元),110013,98006,88813,54382,47978,45396,41638,36903,
少数股东权益(万元),1772,1673,--,--,--,--,--,2104,
所有者权益(或股东权益)合计(万元),111785,99679,88813,54382,47978,45396,41638,39006,
负债和所有者权益(或股东权益)总计(万元),193460,166290,142848,117987,75454,74222,65188,70711,		
  
