报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),90569,49910,33158,28734,11667,27570,35787,46739,66634,73604,27219,6538,4276,4900,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),64830,--,--,--,--,--,--,--,--,0,--,0,0,265,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),37138,34457,23075,15658,20043,14518,20317,10204,6218,1396,664,1508,990,2700,
应收账款(万元),185926,163493,76111,74327,75526,76774,55314,42878,30337,22387,15378,12630,9347,6880,
预付款项(万元),34825,63885,6805,6996,17228,14539,7019,8110,7085,5490,6953,3353,6309,1219,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,27,--,--,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,9,
其他应收款(万元),2548,4396,1958,3694,3643,3181,2691,2139,2408,1046,921,863,2388,1971,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),116593,102074,64254,66233,100270,64307,53715,53208,55996,58677,61265,20995,20029,17417,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),20944,14921,14695,20402,2748,900,1100,500,--,0,--,0,0,0,
流动资产合计(万元),553372,433163,220056,216045,231124,201790,175943,163777,168679,162601,112400,45887,43338,35361,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),7122,2059,5559,6209,2709,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),200,1,--,--,--,2184,984,734,442,0,--,0,0,589,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产原值(万元),164466,105439,90945,86385,78748,74814,65203,39321,36561,30251,24609,21479,9144,--,
累计折旧(万元),46638,36950,30632,25217,24844,19750,14845,11849,8999,6586,4793,3516,2834,--,
固定资产净值(万元),117829,68489,60313,61168,53905,55064,50357,27472,27561,23665,19816,17962,6310,--,
固定资产减值准备(万元),1974,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),115855,68489,60313,61168,53905,55064,50357,27472,27561,23665,19816,17962,6310,6430,
在建工程(万元),608,747,8059,8226,11089,5413,6349,15362,4690,514,1555,1883,41,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
