报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),20678,36820,7384,7167,5473,8380,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),187,2043,1063,1072,1322,1613,
应收账款(万元),8401,2914,9,10,10,556,
预付款项(万元),647,837,827,2387,835,929,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),959,285,161,138,136,265,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),4600,2722,3829,2965,1779,1576,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),1380,441,203,164,696,--,
流动资产合计(万元),36853,46063,13476,13903,10250,13319,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),23074,9968,8999,--,--,--,
累计折旧(万元),5204,3893,2999,--,--,--,
固定资产净值(万元),17871,6075,6000,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),17871,6075,6000,3287,3067,3213,
在建工程(万元),6855,11727,5115,3080,264,9,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),4626,4686,4748,4851,4957,386,
开发支出(万元),1426,457,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),1392,225,300,100,338,83,
其他非流动资产(万元),6562,2281,927,1252,73,1631,
非流动资产合计(万元),38732,25450,17090,12571,8698,5322,
资产总计(万元),75584,71513,30566,26473,18948,18641,
短期借款(万元),--,1500,--,--,1000,2200,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,
应付账款(万元),5704,6154,2068,540,863,871,
预收账款(万元),1258,512,546,1091,846,2012,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),495,514,386,390,360,422,
应交税费(万元),1043,546,1637,1807,1347,1451,
应付利息(万元),--,--,--,--,--,--,
应付股利(万元),--,--,205,901,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),531,393,279,423,468,488,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),9030,9620,5121,5153,4883,7444,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),200,30,--,--,--,--,
递延所得税负债(万元),--,--,--,--,10,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),200,30,0,0,10,0,
负债合计(万元),9230,9650,5121,5153,4893,7444,
实收资本(或股本)(万元),16000,16000,12000,12000,500,59,
资本公积(万元),30447,30447,4478,4478,4321,679,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1708,753,634,426,266,29,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),18199,14664,8332,4415,8969,10430,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),66354,61864,25445,21320,14055,11197,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),66354,61864,25445,21320,14055,11197,
负债和所有者权益(或股东权益)总计(万元),75584,71513,30566,26473,18948,18641,		
  
