报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),167829,270214,304613,45915,28007,16555,23667,44584,28527,25415,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),297,11510,477,203,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,200,607,13284,72267,6557,4336,1322,45,8,
应收账款(万元),59955,96224,68149,122174,21648,31466,36443,15586,17689,6721,
预付款项(万元),42221,75330,15492,4381,8688,9859,51364,4891,14872,10748,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5192,6188,5531,3468,904,1852,614,349,229,303,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),19982,33259,13025,3399,18048,30101,30706,17687,11024,16472,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),97943,16302,6317,42526,1882,5008,29,6,--,32,
流动资产合计(万元),393419,509903,414210,235350,151444,101397,147159,84425,72386,59699,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),77535,72937,26094,24828,24868,24839,23601,23480,23403,--,
累计折旧(万元),11123,10207,11152,9900,8724,7505,6294,5064,3867,--,
固定资产净值(万元),66411,62731,14942,14929,16144,17334,17307,18416,19536,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),66411,62731,14942,14929,16144,17334,17307,18416,19536,10477,
在建工程(万元),41718,682,49841,--,--,--,490,--,--,1559,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),35739,36965,38284,2648,2719,2802,2855,2927,3005,4,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),19516,19578,19516,--,--,--,--,--,--,--,
长期待摊费用(万元),0,40,90,46,16,31,14,35,56,15,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),710,1585,1562,1232,311,178,363,450,70,125,
其他非流动资产(万元),5224,35,--,30043,--,--,--,--,--,--,
非流动资产合计(万元),169319,121615,124234,48898,19191,20345,21029,21828,22666,12179,
资产总计(万元),562737,631518,538444,284247,170634,121742,168188,106253,95052,71878,
短期借款(万元),123072,136764,74350,117447,17000,31000,50730,41754,24930,21910,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),1,1062,172,154,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,10130,20000,2977,--,4000,6000,17445,12250,
应付账款(万元),18959,7861,13595,41629,68254,4835,15989,751,1688,376,
预收账款(万元),891,27318,1981,2955,439,4509,5161,1406,1274,3423,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),363,230,168,60,0,0,--,150,154,361,
应交税费(万元),806,1358,773,1284,245,27,1745,803,2536,-92,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1197,18407,11120,28687,839,425,887,882,802,759,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
