报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),58592,34430,27629,81532,205371,258051,256923,99711,67091,15012,5015,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,183,81,202,--,--,--,301,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1010,559,2039,2035,1509,1127,395,54,362,--,630,
应收账款(万元),72068,54804,56101,38143,27696,18985,18073,14987,6837,5596,4728,
预付款项(万元),4691,2404,1813,3082,1856,2119,1741,6981,13286,904,1292,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),45,89,66,360,1628,2444,3848,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3839,8750,14077,22037,24980,43295,39924,28914,32903,28803,17842,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),77178,68708,47785,52236,60557,73563,72899,88329,73410,17962,6908,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),4646,4927,5229,3041,3760,4505,--,--,--,--,--,
其他流动资产(万元),109282,135445,109107,100704,578,1072,3627,--,--,--,--,
流动资产合计(万元),331351,310114,263848,303352,328017,405363,397429,238976,193889,68579,36416,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),330,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),4223,3057,8978,5133,4358,3316,898,--,--,--,--,
长期股权投资(万元),950,964,928,964,1104,880,818,891,884,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),119154,97927,75502,32804,36052,27693,26610,27241,11950,--,--,
累计折旧(万元),15497,11155,13130,12784,11176,8428,6346,4441,2472,--,--,
固定资产净值(万元),103657,86772,62372,20020,24877,19265,20264,22800,9477,--,--,
固定资产减值准备(万元),346,655,915,784,665,--,--,--,--,--,--,
固定资产(万元),103311,86117,61456,19236,24212,19265,20264,22800,9477,7323,6080,
在建工程(万元),471,10347,28416,55760,48768,32058,10707,2454,6529,586,2,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),18727,19665,24801,20172,18591,19021,19544,18003,10191,699,715,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),84711,86185,86185,17,17,17,17,17,17,--,--,
长期待摊费用(万元),886,76,136,122,410,1047,1743,1528,1392,99,44,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3820,3597,3163,2725,2741,2249,1843,2856,1314,252,57,
其他非流动资产(万元),184,2487,2557,2231,2731,--,--,--,--,--,--,
非流动资产合计(万元),217613,212495,216622,106360,102929,77852,55834,48548,29804,8959,6898,
资产总计(万元),548964,522609,480469,409712,430947,483215,453263,287524,223693,77537,43313,
短期借款(万元),48500,17600,--,--,29371,6097,--,50660,22564,2000,7119,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),13434,7208,1861,--,1155,6553,2000,25144,21800,6626,5524,
应付账款(万元),29688,28817,19737,9469,9120,21785,17861,8393,12633,15683,5673,
预收账款(万元),9596,6202,6461,6366,4348,5951,17931,19770,62898,23222,7294,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),5166,5793,3176,2415,1878,2997,2813,6046,5833,1524,191,
应交税费(万元),5073,6187,2614,1610,351,968,1309,-2350,-5847,-684,185,
应付利息(万元),39,26,--,--,50,16,--,76,84,--,9,
应付股利(万元),--,--,--,--,--,--,--,--,9460,--,5785,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1677,1120,1069,529,603,4930,2365,2354,9732,3889,93,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),26316,14211,9474,--,--,--,--,--,--,--,--,
其他流动负债(万元),2027,1039,753,627,842,680,--,--,--,--,--,
流动负债合计(万元),141515,88202,45144,21017,47719,49978,44279,110093,139156,52260,31873,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,1,71,1066,7116,13975,9439,2186,920,260,--,
长期递延收益(万元),877,783,784,764,813,--,--,--,--,--,--,
递延所得税负债(万元),7,13,10,92,243,530,873,--,--,--,--,
其他非流动负债(万元),--,26316,40526,--,--,863,913,963,996,--,--,
非流动负债合计(万元),884,27113,41390,1922,8172,15368,11225,3148,1916,260,0,
负债合计(万元),142399,115315,86535,22938,55891,65346,55504,113241,141072,52520,31873,
实收资本(或股本)(万元),80200,80200,80200,80200,80200,80200,80200,34000,34000,6577,2483,
资本公积(万元),192510,192510,192788,192788,192788,192788,192418,32892,32892,1280,5194,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),23116,22672,21194,20045,18674,17761,14787,12616,5986,2232,789,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),106617,109317,94944,91691,82795,126540,109648,93944,8741,14929,2975,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,328,456,597,716,--,--,
归属于母公司股东权益合计(万元),404737,405310,391178,385062,374631,417617,397509,174048,82334,25017,11440,
少数股东权益(万元),1828,1984,2756,1712,425,251,250,235,287,--,--,
