报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),137976,53187,64760,45009,36383,34922,72919,78092,20534,15293,6008,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,15331,--,--,--,--,--,--,9000,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),8575,18798,20597,22643,22426,16095,13070,14294,4629,7675,1613,
应收账款(万元),18679,9265,11475,12840,12830,7658,2602,3467,2755,2924,4247,
预付款项(万元),2873,3498,953,1678,2617,2449,1027,1211,783,924,1576,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),1178,55,61,2,353,390,291,132,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),688,344,397,580,701,2437,4102,284,1405,1292,1242,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),44068,32431,40889,36335,42846,44985,33062,34144,30112,23760,22505,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),6316,5620,602,1287,1345,6000,--,--,--,--,--,
流动资产合计(万元),220353,123197,139734,135705,119500,114936,127073,131625,60217,51867,46191,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),4200,3005,3005,1505,5,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,1573,5,5,5,5,5,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,1838,--,--,--,--,--,--,--,
固定资产原值(万元),188199,121375,139699,135096,128233,109305,78251,77612,77034,--,--,
累计折旧(万元),72692,69266,82753,76085,68312,64629,44890,40179,35363,--,--,
固定资产净值(万元),115506,52109,56946,59011,59921,44676,33361,37434,41671,--,--,
固定资产减值准备(万元),509,1563,3634,1221,1116,967,671,649,649,--,--,
固定资产(万元),114998,50547,53312,57790,58805,43708,32690,36784,41021,44495,44208,
在建工程(万元),3577,26905,158,55,3984,18196,5245,121,68,73,551,
工程物资(万元),1,506,70,--,13,22,8,--,--,--,29,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),24173,19663,20049,18164,19270,19934,4839,5030,4879,4768,3415,
