报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),38612,39742,12061,8579,7859,19487,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,109,19,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),6555,8845,7186,5883,2239,7183,
应收账款(万元),19488,22226,14787,15417,15220,19447,
预付款项(万元),561,1060,79,250,63,2444,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),199,117,47,1212,439,300,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),20230,20776,13001,10085,10064,12752,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),3470,2295,735,333,1241,646,
流动资产合计(万元),89115,95060,47896,41868,37144,62259,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),22466,21869,20892,20306,19070,--,
累计折旧(万元),12034,10360,8575,6917,5014,--,
固定资产净值(万元),10432,11508,12317,13389,14056,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),10432,11508,12317,13389,14056,14982,
在建工程(万元),3415,272,103,--,565,531,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),3811,3900,3988,4077,4165,4622,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),626,826,748,639,556,591,
其他非流动资产(万元),2541,13,93,--,--,--,
非流动资产合计(万元),20826,16520,17249,18104,19343,20726,
资产总计(万元),109940,111580,65145,59972,56487,82985,
短期借款(万元),15500,21500,16000,16057,22360,27799,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,3000,--,11000,
应付账款(万元),3787,5616,8023,5040,4061,9472,
预收账款(万元),663,646,487,832,1079,333,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),897,810,718,608,442,428,
应交税费(万元),903,1013,916,967,530,601,
应付利息(万元),22,31,24,68,127,98,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),106,53,20,32,20,48,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,3000,2000,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),21877,29669,26189,26603,31619,51779,
长期借款(万元),--,--,--,--,--,4000,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),1199,1244,1212,1260,1239,1190,
递延所得税负债(万元),--,--,--,16,3,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),1199,1244,1212,1277,1242,5190,
负债合计(万元),23076,30912,27401,27880,32861,56968,
实收资本(或股本)(万元),17416,12440,9330,9330,9000,9000,
资本公积(万元),36775,41751,8473,8473,6493,6493,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),2957,3007,2977,3001,2989,1896,
盈余公积(万元),2534,2168,1769,1149,918,386,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),27182,21302,15195,10139,4226,8242,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),86864,80668,37744,32092,23626,26017,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),86864,80668,37744,32092,23626,26017,
负债和所有者权益(或股东权益)总计(万元),109940,111580,65145,59972,56487,82985,		
  
