报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),220580,206576,392537,81199,127230,148459,149105,216699,191259,250334,104566,5753,36388,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),--,--,--,--,600,--,--,--,--,0,--,--,0,
应收账款(万元),4664,4688,3858,24054,12167,17597,14085,6002,21718,7517,3143,1901,834,
预付款项(万元),141431,52743,149196,193438,105958,104365,95741,165938,124562,66044,63583,46860,27111,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,367,0,1150,--,0,
其他应收款(万元),203674,175013,86457,22698,27061,7466,14767,8360,48550,27286,46952,1581,1008,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
存货(万元),1158934,1108218,1033106,1287215,1196169,1100169,909285,584426,472573,447085,373097,172450,85158,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
其他流动资产(万元),60505,24837,20273,12728,25853,18203,12204,8006,6002,25,78,60,60,
流动资产合计(万元),1789787,1573054,1685627,1621332,1495039,1396259,1195186,989431,865031,798291,592570,228605,150559,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
可供出售金融资产(万元),150,150,150,150,150,--,--,--,--,0,0,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
长期应收款(万元),24172,746,1243,7238,7338,7338,7339,7354,5289,2752,--,--,0,
长期股权投资(万元),2807,1956,1590,--,3600,13808,11938,13201,17998,14320,14445,7941,550,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
投资性房地产(万元),73617,71213,71772,75418,40507,43363,40418,37514,35886,4249,3378,1530,0,
固定资产原值(万元),132793,42323,45003,45491,46002,46269,45620,30944,32640,30140,9853,9684,6550,
累计折旧(万元),12022,11410,10046,8746,7363,6218,4561,4604,4270,3443,1911,1197,687,
固定资产净值(万元),120770,30913,34958,36746,38638,40050,41058,26339,28370,26696,7942,8487,5864,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产(万元),120770,30913,34958,36746,38638,40050,41058,26339,28370,26696,7942,8487,5864,
在建工程(万元),--,1400,--,--,--,106,--,6753,2853,563,21,5,0,
工程物资(万元),--,11065,--,--,--,--,--,--,--,0,--,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
无形资产(万元),41728,4803,874,691,814,527,451,331,187,190,134,29,1,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
商誉(万元),1579,279,279,372,372,1178,1178,1514,1514,1514,1514,1524,908,
长期待摊费用(万元),8680,160,77,148,133,148,44,72,135,149,263,329,250,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
递延所得税资产(万元),7087,3772,2984,3369,5188,5271,6714,6448,5039,2567,1419,903,415,
其他非流动资产(万元),101106,24976,--,--,--,--,--,--,--,0,--,--,0,
非流动资产合计(万元),520053,151434,113927,124133,96741,111790,109141,99526,97271,52999,29116,20748,7988,
资产总计(万元),2309840,1724488,1799554,1745466,1591780,1508049,1304327,1088957,962302,851291,621686,249353,158546,
短期借款(万元),20500,--,--,3000,11311,15000,80980,30650,12000,19000,10000,5700,11550,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付票据(万元),2981,--,17545,5000,3000,3600,0,5700,--,0,--,--,0,
应付账款(万元),184621,142572,125510,180442,91522,152237,83724,54801,47114,14095,29774,7316,3353,
预收账款(万元),686467,171526,260000,173907,280814,155661,122323,75120,77206,12757,1516,19350,4635,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付职工薪酬(万元),6536,6403,8231,2476,2238,2959,2372,2255,1738,1235,378,252,199,
应交税费(万元),91535,84528,45592,15412,7437,6050,10997,11377,11179,2631,2088,10048,7866,
应付利息(万元),--,1834,1553,1372,2140,3214,3468,2442,2235,2309,219,116,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
其他应付款(万元),--,21850,134320,243597,55355,9926,30471,47513,37343,28444,33927,39488,4690,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
一年内到期的非流动负债(万元),116200,309250,111107,138490,215845,336921,82468,71000,30300,29000,16200,2899,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,431,
流动负债合计(万元),1153883,737962,703858,763695,669662,685568,416802,300857,219114,109472,94101,85168,32725,
长期借款(万元),277400,234000,427000,373700,356555,144374,120770,66700,58667,31400,32848,19000,9191,
应付债券(万元),96804,--,--,--,--,--,179386,179087,178805,178543,--,--,0,
长期应付款(万元),--,--,--,--,--,120000,26782,--,--,26000,26000,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
其他非流动负债(万元),2357,2144,1942,861,834,739,488,363,335,132,--,--,0,
非流动负债合计(万元),376561,236144,428942,374561,357389,265113,327425,246150,237807,236075,58848,19000,9191,
负债合计(万元),1530444,974106,1132800,1138256,1027050,950681,744227,547007,456921,345547,152949,104168,41916,
实收资本(或股本)(万元),255959,255959,255959,255959,255959,255959,257988,255959,255959,134715,134715,76527,38264,
资本公积(万元),153805,153272,154742,154742,154742,154864,154217,153587,153587,275009,277157,8198,39451,
减:库存股(万元),6580,--,--,--,--,--,--,--,--,0,--,--,0,
专项储备(万元),425,425,--,--,--,--,--,868,868,868,--,--,--,
盈余公积(万元),35481,25299,25031,25031,25031,24969,21675,18080,17472,16789,14739,17906,13333,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
未分配利润(万元),280542,272241,212236,152148,109330,101860,106435,93534,77495,64862,41683,41342,24947,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
归属于母公司股东权益合计(万元),719632,707198,647968,587881,545063,537653,540315,522028,505381,492243,468294,143973,115995,
少数股东权益(万元),59763,43184,18786,19329,19667,19715,19785,19922,--,13500,443,1212,635,
所有者权益(或股东权益)合计(万元),779395,750382,666754,607210,564729,557368,560100,541950,505381,505743,468737,145185,116630,
负债和所有者权益(或股东权益)总计(万元),2309840,1724488,1799554,1745466,1591780,1508049,1304327,1088957,962302,851291,621686,249353,158546,		
  
