报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),21279,19906,32489,16546,11491,10673,9438,10041,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),159,21,334,846,266,559,200,242,
应收账款(万元),54349,47024,36037,28321,24943,23947,18052,12881,
预付款项(万元),2490,915,1540,357,447,390,3242,1645,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),1811,1782,1741,1264,1317,770,287,324,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),19630,13397,16758,13754,9718,6548,4478,6937,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),333,6063,8141,804,608,424,317,--,
流动资产合计(万元),100050,89109,97040,61891,48791,43311,36012,32070,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,166,1373,1614,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),7526,2170,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),404,458,--,--,--,--,--,--,
固定资产原值(万元),17191,15821,13301,11983,--,--,--,--,
累计折旧(万元),4719,3851,3656,3078,--,--,--,--,
固定资产净值(万元),12472,11969,9645,8905,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),12472,11969,9645,8905,9396,3027,1758,1653,
在建工程(万元),--,--,37,--,--,5893,2103,168,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),1875,1522,1573,1525,1559,1592,1626,1659,
开发支出(万元),352,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),493,345,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),1927,1094,839,633,484,395,206,142,
其他非流动资产(万元),--,5004,--,--,--,--,--,--,
非流动资产合计(万元),25049,22563,12094,11063,11438,11073,7066,5236,
资产总计(万元),125099,111672,109134,72954,60228,54384,43078,37306,
短期借款(万元),7490,8900,3000,4310,6990,7000,5500,3000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),3184,2200,4562,2780,2959,1920,1809,330,
应付账款(万元),23666,15533,15461,16088,10726,9197,6233,5952,
预收账款(万元),3521,2456,6543,4466,3012,703,436,3262,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1646,2094,2638,1851,943,724,342,300,
应交税费(万元),2472,1516,1704,3170,1613,2151,1528,1535,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),3,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),2079,2828,348,168,239,209,265,267,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),95,--,--,--,--,--,--,--,
流动负债合计(万元),44157,35528,34256,32832,26481,21904,16112,14645,
长期借款(万元),4595,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,23,
长期递延收益(万元),206,396,488,545,565,570,--,--,
递延所得税负债(万元),--,--,--,--,--,24,194,230,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),4802,396,488,545,565,594,194,253,
负债合计(万元),48959,35924,34744,33377,27046,22498,16306,14898,
实收资本(或股本)(万元),10763,10830,10670,8000,8000,8000,8000,8000,
资本公积(万元),36060,36836,34414,9207,9207,9207,10305,10510,
减:库存股(万元),1371,2346,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),3511,3473,3119,2328,1661,1477,873,418,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),26825,26955,26186,20042,14315,13066,7594,3480,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),75787,75748,74389,39577,33183,31886,26772,22408,
少数股东权益(万元),352,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),76140,75748,74389,39577,33183,31886,26772,22408,
负债和所有者权益(或股东权益)总计(万元),125099,111672,109134,72954,60228,54384,43078,37306,		
  
