报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),576060,247239,250785,100225,76217,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),212533,1474,43419,29084,47259,
衍生金融资产(万元),3705,--,--,--,--,
应收票据(万元),271,32,580,883,1015,
应收账款(万元),199469,159683,137417,146264,101438,
预付款项(万元),7828,5192,3903,2273,1533,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),130,--,111,413,32,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),8803,2562,5795,241951,74390,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),95247,72694,51127,25215,29892,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,1188,--,--,
其他流动资产(万元),38160,57804,109706,88043,143775,
流动资产合计(万元),1180660,546680,604031,635677,475551,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,68340,61479,27804,20771,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,3320,--,--,
长期股权投资(万元),65556,38308,23163,4065,1663,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),588492,483093,368452,279272,--,
累计折旧(万元),239374,199737,171347,145491,--,
固定资产净值(万元),349118,283356,197104,133780,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),349118,283356,197104,133780,147549,
在建工程(万元),152698,84367,71222,93601,49024,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),62649,42605,31217,25612,14111,
开发支出(万元),--,--,--,--,--,
商誉(万元),114408,95804,32629,30816,19289,
长期待摊费用(万元),103958,57882,26767,7622,22566,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),25017,24416,4557,6476,3601,
其他非流动资产(万元),4725,16286,3580,3190,2101,
非流动资产合计(万元),1086060,711365,455037,332966,280674,
资产总计(万元),2266720,1258045,1059068,968643,756225,
短期借款(万元),12000,131819,48939,17200,99028,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,1095,
衍生金融负债(万元),15329,--,--,--,--,
应付票据(万元),1936,--,345,325,2089,
应付账款(万元),37936,33324,30934,26364,18826,
预收账款(万元),--,60413,39572,23269,16404,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),54839,44239,36147,22836,19619,
应交税费(万元),20392,28141,56948,21156,7378,
应付利息(万元),17,239,--,--,--,
应付股利(万元),--,--,--,2965,3629,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),141788,161818,206945,183353,66683,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),23481,1698,--,--,6291,
其他流动负债(万元),301,251,304,1751,--,
流动负债合计(万元),376206,461942,420135,299218,241043,
长期借款(万元),1500,30000,--,--,8679,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,23481,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),41884,37756,21072,19679,13132,
递延所得税负债(万元),11175,10328,6329,3510,1025,
其他非流动负债(万元),19432,20737,5293,3224,2077,
非流动负债合计(万元),73991,122301,32693,26413,24914,
负债合计(万元),450197,584244,452828,325631,265957,
实收资本(或股本)(万元),116474,93779,93779,15503,15503,
资本公积(万元),1197742,302909,349220,153903,80264,
减:库存股(万元),28599,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),8771,2130,--,7778,7778,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),468785,221592,101040,156393,153341,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),1768802,634238,556917,336767,260284,
少数股东权益(万元),47721,39563,49323,306246,229984,
所有者权益(或股东权益)合计(万元),1816523,673801,606241,643012,490268,
负债和所有者权益(或股东权益)总计(万元),2266720,1258045,1059068,968643,756225,		
  
