报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),30960,20029,30730,18512,23903,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),73,--,316,235,677,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),--,--,--,--,2275,
应收账款(万元),20770,--,--,--,17380,
预付款项(万元),15674,4550,3173,3880,1532,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,70,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),7779,--,--,--,3649,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),56536,44259,31825,40966,31275,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,147,1651,--,
其他流动资产(万元),12305,8072,7544,6908,7225,
流动资产合计(万元),144095,96366,96046,99720,87987,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),960,960,960,960,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),354,464,1815,1955,1691,
固定资产原值(万元),152462,135929,104473,97682,--,
累计折旧(万元),53354,45486,38453,31554,--,
固定资产净值(万元),99108,90443,66020,66128,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),99108,90466,66020,66128,65425,
在建工程(万元),17968,8304,7782,1195,2423,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),52,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),18481,18883,11136,11184,7667,
开发支出(万元),--,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),57,228,312,395,285,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),4364,4141,1885,1871,1859,
其他非流动资产(万元),4580,7449,3799,1411,7757,
非流动资产合计(万元),145923,130894,93709,85100,87107,
资产总计(万元),290019,227260,189754,184820,175093,
短期借款(万元),84678,48249,44288,48169,70728,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,3542,7783,1996,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),--,--,--,--,327,
应付账款(万元),13590,--,--,--,6150,
预收账款(万元),645,132,172,358,313,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),6818,4445,4116,4406,3761,
应交税费(万元),3724,4556,6300,617,255,
应付利息(万元),172,--,--,--,151,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),843,--,--,--,3634,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,4589,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),110470,76945,74429,72003,91904,
长期借款(万元),22800,15400,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),19446,19283,8907,8416,5276,
递延所得税负债(万元),5134,5778,4575,4983,3705,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),47380,40462,13482,13399,8981,
负债合计(万元),157850,117406,87911,85402,100886,
实收资本(或股本)(万元),37418,37418,37418,35866,34042,
资本公积(万元),35721,35342,35342,22041,5473,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),6526,3346,1260,4053,3815,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),51536,31977,23059,34595,30534,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),131260,108798,100745,98163,72514,
少数股东权益(万元),909,1056,1099,1256,1694,
所有者权益(或股东权益)合计(万元),132168,109854,101844,99418,74208,
负债和所有者权益(或股东权益)总计(万元),290019,227260,189754,184820,175093,		
  
