报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),1269952,854098,523680,610857,358748,320181,239993,214822,117623,157805,137756,113155,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),97,--,703,--,--,399,804,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),138015,167170,218251,63187,100902,112194,113587,82642,39879,14767,6814,4202,
应收账款(万元),2071549,1410631,907602,779809,510022,275302,167974,92688,55578,35951,22033,24880,
预付款项(万元),379644,258263,221353,212104,183486,181485,148931,129564,69571,81172,57029,37004,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),330,483,--,--,--,--,--,--,--,--,219,--,
其他应收款(万元),439035,424369,327494,244778,203158,131833,104433,75248,51545,26670,32104,29088,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),1389120,1218228,1015220,811414,631084,493394,413676,381723,312005,263134,208028,156083,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),800,1085,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),17123,12982,2071,1,--,--,--,--,--,--,--,2946,
流动资产合计(万元),5705665,4347310,3216373,2722150,1987400,1514788,1189399,976687,646201,579500,463981,367359,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),29183,85073,34847,25812,22837,13425,8794,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),206,410,887,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),151525,85255,53908,50426,17431,25345,22142,8342,7166,5281,5574,2897,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),10489,6021,135,140,146,152,2570,2363,2445,2035,1234,--,
固定资产原值(万元),682717,571889,464873,368555,311551,232735,188811,154459,113999,103075,--,--,
累计折旧(万元),164323,133285,108593,89797,70266,54457,43692,33988,26248,19253,--,--,
固定资产净值(万元),518394,438604,356280,278758,241285,178277,145118,120471,87751,83821,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),518394,438604,356280,278758,241285,178277,145118,120471,87751,83821,63177,39657,
在建工程(万元),84427,90538,84028,75569,56338,55035,42939,33883,30882,11943,12301,15114,
工程物资(万元),--,--,--,--,--,--,--,--,204,88,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),128030,115776,102815,88402,73943,63131,58867,37897,35889,33144,25219,16683,
开发支出(万元),1100,681,--,--,--,--,45,22,--,--,--,--,
商誉(万元),12619,14525,8736,8233,7435,5837,5844,1727,42,182,--,--,
长期待摊费用(万元),8986,6180,5105,5203,3236,2115,3711,1539,569,126,59,513,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),15708,14464,9740,3803,2452,1515,968,944,756,653,345,165,
其他非流动资产(万元),1094,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),961760,857525,656481,536347,425103,344831,290998,207188,165703,137275,107907,75028,
资产总计(万元),6667425,5204835,3872854,3258497,2412504,1859619,1480397,1183875,811904,716775,571889,442387,
短期借款(万元),1025075,703756,393063,584736,383934,423717,261026,205510,78681,149100,65260,68173,
