报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),948736,976613,1095818,985956,646836,559218,409990,517900,507482,471683,324132,290652,194477,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),51361,58187,86499,123369,149122,129717,114623,88322,15142,11761,2803,4356,2409,
衍生金融资产(万元),0,0,--,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),16435,11762,8902,28547,22611,18433,16391,14189,11501,8419,10758,10081,6982,
应收账款(万元),814659,715024,711573,800805,678076,565946,455980,411502,396790,306744,255058,252083,191715,
预付款项(万元),87699,103780,105056,120327,118925,114635,138651,165058,161422,149570,119025,176490,120208,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收利息(万元),837,868,0,13,21,82,0,0,36,57,--,0,0,
应收股利(万元),33878,0,2204,10798,1346,0,0,0,--,281,206,206,299,
其他应收款(万元),146084,86127,127166,95385,83508,83593,61250,64295,109902,70853,95092,75498,61252,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
存货(万元),912068,931252,925640,916837,826199,658360,586389,486774,438293,428132,426964,391860,301440,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
一年内到期的非流动资产(万元),823,9032,0,0,0,0,0,0,--,0,--,0,0,
其他流动资产(万元),228745,214408,309689,0,0,0,0,0,--,0,6,0,0,
流动资产合计(万元),3241325,3107054,3372548,3082038,2526645,2129984,1783273,1748041,1640569,1447498,1234043,1201225,878782,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
可供出售金融资产(万元),355985,505074,302058,15822,17334,552,683,568,700,1184,546,2725,109,
持有至到期投资(万元),0,0,0,0,0,0,7600,11400,11400,20228,16977,21763,18936,
长期应收款(万元),185165,149462,90829,385996,344585,279636,82962,53743,45060,35793,703,963,0,
长期股权投资(万元),1651580,1735041,1215664,948977,855004,658558,627155,556055,183524,180775,122903,148510,104169,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
投资性房地产(万元),77296,1420,1470,1470,1530,0,0,0,--,4490,4670,4836,1753,
固定资产原值(万元),749159,769112,718806,1018580,995008,735615,574256,505060,462062,361569,348111,303561,259099,
累计折旧(万元),313743,331465,318283,408879,352324,210927,175465,146424,148539,110471,97927,80143,63780,
固定资产净值(万元),435417,437646,400523,609701,642684,524688,398791,358636,313523,251098,250184,223419,195319,
固定资产减值准备(万元),53995,69244,71279,79923,74962,2611,2615,2619,2662,605,2798,946,1018,
固定资产(万元),381422,368402,329244,529778,567722,522077,396176,356017,310860,250493,247386,222472,194302,
在建工程(万元),--,42707,59241,63914,86927,160406,197979,103683,95378,72852,61511,49360,30381,
工程物资(万元),--,0,0,0,0,0,0,0,--,0,19,901,620,
固定资产清理(万元),--,0,0,0,0,0,0,0,--,0,--,0,0,
生产性生物资产(万元),0,0,0,0,0,0,0,0,--,0,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
油气资产(万元),0,0,0,0,0,0,0,0,--,0,--,0,0,
无形资产(万元),126186,137060,133247,284594,260977,219419,91037,86056,91844,79408,74619,58292,44632,
开发支出(万元),95449,79242,74011,90873,72627,63511,58538,35661,29344,15318,14422,10503,0,
商誉(万元),15133,117492,106013,206405,202804,190593,101044,32775,36775,13314,14798,4273,3209,
长期待摊费用(万元),6123,4703,4548,8633,8322,16984,11919,11895,10585,4015,3943,3881,3981,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
递延所得税资产(万元),88848,46069,20749,22765,17474,15038,11839,10359,14015,13623,11503,10452,7000,
其他非流动资产(万元),87618,65779,51607,44820,10550,0,0,10843,16409,0,--,1816,1816,
非流动资产合计(万元),3119639,3252451,2388681,2604045,2445856,2126775,1586932,1269054,845895,691494,574000,540748,410908,
资产总计(万元),6360964,6359505,5761229,5686084,4972501,4256759,3370205,3017095,2486464,2138992,1808044,1741973,1289690,
短期借款(万元),855967,903504,792891,738153,1043270,950619,745897,771254,282210,349178,249716,267620,236730,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融负债(万元),0,0,0,0,0,0,0,0,--,0,0,0,0,
衍生金融负债(万元),0,0,--,--,--,--,--,--,--,0,--,--,0,
应付票据(万元),62987,54080,43309,70756,103485,92993,63453,66685,94447,81164,55539,50818,48465,
应付账款(万元),721927,698862,723790,816784,759871,605590,539512,441031,397718,362917,304221,349443,253907,
预收账款(万元),507684,466495,481513,460396,228117,245355,213032,212828,193373,178908,150691,206771,162402,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付职工薪酬(万元),67884,61058,47671,46242,39552,37383,25725,23865,17188,16173,15943,14969,21930,
应交税费(万元),60457,30947,49625,18713,-16544,-14029,-2855,-11705,3883,1605,831,7590,11131,
应付利息(万元),31352,13630,11449,7576,9218,3247,1584,5769,5587,703,134,99,52,
应付股利(万元),5265,1363,1363,7390,6571,1363,6110,--,--,1308,3108,2269,226,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
其他应付款(万元),97436,85869,88486,295859,270816,250041,230198,127784,56449,40987,52705,45863,27108,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
