报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),38062,45459,26466,35585,12675,13504,10187,7363,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),16646,17385,11363,10876,12276,11538,9212,3665,
应收账款(万元),149996,113446,96036,86497,56280,46701,24253,16848,
预付款项(万元),4892,2897,5168,1547,5579,1111,1815,2697,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),37938,1489,1766,775,400,648,271,2671,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),29828,22825,8152,6629,6970,6733,6000,4967,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),1067,4333,852,164,387,401,--,--,
流动资产合计(万元),278429,207832,149803,142074,94568,80636,51739,38211,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,4363,4363,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),810,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),193700,145657,117823,70844,64341,55720,--,--,
累计折旧(万元),61479,48329,37627,29416,23423,17354,--,--,
固定资产净值(万元),132222,97328,80195,41427,40919,38366,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),132222,97328,80195,41427,40919,38366,31363,28914,
在建工程(万元),4077,28665,125,12074,586,1245,--,766,
工程物资(万元),1199,464,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),27408,24460,17920,7623,6259,5094,5232,5376,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),49298,49590,17998,143,--,--,--,--,
长期待摊费用(万元),2493,3251,3043,2391,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),2184,1324,986,585,341,291,225,133,
其他非流动资产(万元),5623,10804,5514,3377,2561,3096,--,--,
非流动资产合计(万元),225313,215886,130145,71984,50666,48092,36820,35189,
资产总计(万元),503742,423718,279949,214057,145234,128728,88559,73400,
短期借款(万元),35033,46348,59548,32545,30544,30496,24836,19497,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),64596,41918,20951,25390,9500,7600,5200,3500,
应付账款(万元),68807,56535,36637,26230,28692,22513,6470,6833,
预收账款(万元),1853,2645,1238,35,168,123,32,178,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1717,1959,1409,916,670,646,317,440,
应交税费(万元),5056,3308,3445,1410,1533,1170,1086,2182,
应付利息(万元),827,619,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),6902,4377,3820,379,251,676,142,144,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),33996,3428,2800,4000,1000,--,--,628,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),218787,161135,129848,90904,72358,63224,38082,33402,
长期借款(万元),40100,50000,13463,--,4000,5900,--,--,
