报告日期,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),49945,61624,79647,95679,57770,
结算备付金(万元),--,0,--,0,0,
拆出资金(万元),--,0,--,0,0,
交易性金融资产(万元),--,0,--,0,0,
衍生金融资产(万元),--,0,--,0,0,
应收票据(万元),81191,44298,41717,37213,26296,
应收账款(万元),25305,20268,11490,17269,15286,
预付款项(万元),3434,7220,3879,2964,4559,
应收保费(万元),--,0,--,0,0,
应收分保账款(万元),--,0,--,0,0,
应收分保合同准备金(万元),--,0,--,0,0,
应收利息(万元),--,0,--,0,0,
应收股利(万元),--,0,--,0,0,
其他应收款(万元),3120,3126,5704,5882,3961,
应收出口退税(万元), --,0,--,0,0,
应收补贴款(万元),--,0,--,0,0,
应收保证金(万元),--,0,--,0,0,
内部应收款(万元),--,0,--,0,0,
买入返售金融资产(万元),--,0,--,0,0,
存货(万元),64061,76302,65183,57464,68611,
待摊费用(万元),--,0,--,0,0,
待处理流动资产损益(万元),--,0,--,0,0,
一年内到期的非流动资产(万元),--,0,--,0,0,
其他流动资产(万元),99,4,221,99,327,
流动资产合计(万元),227155,212842,207842,216572,176810,
发放贷款及垫款(万元),--,0,--,0,0,
可供出售金融资产(万元),--,0,0,0,0,
持有至到期投资(万元),--,0,--,0,0,
长期应收款(万元),--,0,--,0,0,
长期股权投资(万元),2303,2037,1771,1061,100,
其他长期投资(万元),--,0,--,0,0,
投资性房地产(万元),767,796,824,852,881,
固定资产原值(万元),412481,396969,385856,326944,238986,
累计折旧(万元),120607,98694,75948,54728,41573,
固定资产净值(万元),291875,298275,309908,272216,197413,
固定资产减值准备(万元),132,134,14,15,20,
固定资产(万元),291743,298141,309894,272202,197393,
在建工程(万元),50564,59899,35378,33278,86013,
工程物资(万元),--,0,--,0,0,
固定资产清理(万元),--,36,-0,-0,89,
生产性生物资产(万元),--,0,--,0,0,
公益性生物资产(万元),--,0,--,0,0,
油气资产(万元),--,0,--,0,0,
无形资产(万元),24116,17071,18083,37521,17254,
开发支出(万元),29545,31153,21115,6062,0,
商誉(万元),--,0,--,0,0,
长期待摊费用(万元),1668,1930,1903,1848,1872,
股权分置流通权(万元),--,0,--,0,0,
递延所得税资产(万元),3265,1326,459,4446,571,
其他非流动资产(万元),--,0,--,0,0,
非流动资产合计(万元),403972,412389,389428,357269,304172,
资产总计(万元),631127,625231,597269,573841,480982,
短期借款(万元),82383,117330,151227,150509,93920,
向中央银行借款(万元),--,0,--,0,0,
吸收存款及同业存放(万元),--,0,--,0,0,
拆入资金(万元),--,0,--,0,0,
交易性金融负债(万元),--,0,0,0,0,
衍生金融负债(万元),--,0,--,0,0,
应付票据(万元),33287,49923,73058,41704,36907,
应付账款(万元),99498,90567,64902,76892,68872,
预收账款(万元),5526,7555,4906,6890,5619,
卖出回购金融资产款(万元),--,0,--,0,0,
应付手续费及佣金(万元),--,0,--,0,0,
应付职工薪酬(万元),3709,1968,1892,3196,4706,
应交税费(万元),21021,6464,7477,12980,10191,
应付利息(万元),--,9,--,0,0,
应付股利(万元),265,0,0,6,6,
其他应交款(万元),--,0,--,0,0,
应付保证金(万元),--,0,--,0,0,
内部应付款(万元),--,0,--,0,0,
其他应付款(万元),24939,22425,25199,30498,34877,
预提费用(万元),--,0,--,0,0,
预计流动负债(万元),--,0,--,0,0,
应付分保账款(万元),--,0,--,0,0,
保险合同准备金(万元),--,0,--,0,0,
代理买卖证券款(万元),--,0,--,0,0,
代理承销证券款(万元),--,0,--,0,0,
国际票证结算(万元),--,0,--,0,0,
国内票证结算(万元),--,0,--,0,0,
递延收益(万元),--,0,--,0,0,
应付短期债券(万元),--,0,--,0,0,
一年内到期的非流动负债(万元),2000,8442,14470,6500,11000,
其他流动负债(万元),--,2500,1677,966,555,
流动负债合计(万元),272628,307184,344808,330142,266653,
长期借款(万元),109000,83000,16000,15000,13110,
应付债券(万元),--,0,--,0,0,
长期应付款(万元),--,0,549,7201,0,
专项应付款(万元),--,373,373,430,10,
预计非流动负债(万元),1424,858,--,0,0,
长期递延收益(万元),--,0,--,--,--,
递延所得税负债(万元),--,0,146,9,17,
其他非流动负债(万元),124,0,--,0,0,
非流动负债合计(万元),110548,84231,17068,22640,13137,
负债合计(万元),383176,391415,361876,352782,279789,
实收资本(或股本)(万元),52087,52087,40067,40067,40067,
资本公积(万元),91096,91096,103116,103103,102976,
减:库存股(万元),--,0,--,0,0,
专项储备(万元),--,0,--,--,--,
盈余公积(万元),54755,53274,52980,51302,50292,
一般风险准备(万元),--,0,--,0,0,
未确定的投资损失(万元),--,0,--,0,0,
未分配利润(万元),45041,30973,32950,21014,2723,
拟分配现金股利(万元),--,0,--,0,0,
外币报表折算差额(万元),-26,-21,--,0,0,
归属于母公司股东权益合计(万元),242952,227408,229112,215487,196058,
少数股东权益(万元),4998,6408,6281,5573,5134,
所有者权益(或股东权益)合计(万元),247951,233816,235393,221059,201192,
负债和所有者权益(或股东权益)总计(万元),631127,625231,597269,573841,480982,		
  
