报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),25831,31150,36290,52847,37883,35783,32167,15947,20627,37148,40623,16024,22632,17026,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
交易性金融资产(万元),3,78,501,--,--,--,--,--,--,0,--,--,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
应收票据(万元),10613,8829,19953,16834,22200,32720,34016,28301,20173,19932,9772,5721,2398,1420,
应收账款(万元),12186,15129,17903,23011,18642,15918,14192,14117,12833,8822,8604,7527,8623,9197,
预付款项(万元),16144,15023,13455,12738,34519,42896,20176,37864,30358,17275,6413,9396,5849,5949,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,81,113,--,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
其他应收款(万元),10904,11023,11432,9939,1034,555,493,265,2592,230,406,182,1048,991,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
存货(万元),53797,49152,47205,50380,51576,43140,45458,48653,27798,21682,35922,16312,12758,13533,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
其他流动资产(万元),9434,10716,11568,7056,7183,--,--,--,--,0,--,--,0,--,
流动资产合计(万元),138911,141100,158308,172805,173037,171011,146501,145148,114382,105170,101852,55163,53309,48116,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
可供出售金融资产(万元),23996,35912,48719,47016,57463,31416,20693,--,--,0,0,--,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
长期股权投资(万元),10744,7407,4641,3016,24989,33266,22355,18175,2565,1647,1509,1152,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
固定资产原值(万元),566874,560634,541407,529877,349146,324146,288384,277781,260301,242576,220356,--,--,--,
累计折旧(万元),268406,239057,212149,183055,159641,142706,122417,100469,79664,59062,41358,--,--,--,
固定资产净值(万元),298467,321577,329258,346822,189505,181440,165967,177312,180638,183514,178998,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,
固定资产(万元),298467,321577,329258,346822,189505,181440,165967,177312,180638,183514,178998,186181,106349,83909,
在建工程(万元),150756,91242,48973,31349,158692,77543,35500,22164,22251,21432,22559,5821,76395,33036,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
无形资产(万元),17967,17847,15015,14536,14944,14565,11666,11941,12215,13213,13500,13787,14075,8628,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
商誉(万元),--,--,--,--,--,--,--,--,307,0,--,--,0,--,
长期待摊费用(万元),2740,195,752,845,1400,--,--,--,--,0,--,--,0,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
递延所得税资产(万元),9117,8717,8457,9071,9217,5239,4908,1587,3316,3441,283,298,440,559,
其他非流动资产(万元),1752,2126,1788,--,--,--,--,--,--,0,--,--,0,--,
非流动资产合计(万元),515540,485023,457603,452655,456210,343468,261089,231179,221292,223246,216850,207239,197259,126133,
资产总计(万元),654451,626123,615911,625461,629247,514479,407590,376327,335674,328416,318701,262402,250568,174249,
短期借款(万元),214026,209215,169619,149450,230450,194890,170700,123399,103000,87000,69500,69000,50500,25500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
交易性金融负债(万元),2,--,62,--,--,--,--,--,--,0,0,--,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
应付票据(万元),20181,22137,28016,20600,37138,40500,18756,36630,38245,32622,11419,12000,29460,25520,
应付账款(万元),64290,50945,44253,62410,62362,41686,18396,28228,22903,20752,18296,17248,20582,8583,
预收账款(万元),19954,18532,22896,12789,20105,20010,20802,30116,15965,20141,7768,10943,6226,3415,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
应付职工薪酬(万元),5154,5928,5122,4580,4520,3645,3265,2898,2068,1632,1530,1984,1733,2377,
应交税费(万元),1613,1026,1126,1874,353,714,124,1354,-3179,-5635,-2216,250,1212,-720,
应付利息(万元),363,302,249,319,33,207,658,480,310,179,243,261,196,128,
应付股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
其他应付款(万元),3557,3252,3471,1772,3873,1950,2286,4753,6192,248,209,351,6737,5123,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
一年内到期的非流动负债(万元),20900,3773,6281,32454,17240,3000,1500,1000,10500,21000,24500,13500,13000,4000,
其他流动负债(万元),8358,8529,7753,5430,3660,3506,29265,3724,2562,2495,2196,1915,1516,433,
流动负债合计(万元),358399,323639,288849,291678,379735,310108,265752,232583,198567,180434,133445,127454,131162,74359,
长期借款(万元),23100,26500,34500,44400,32600,7000,--,1500,2500,14000,36000,54500,53000,37000,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
长期应付款(万元),182,273,364,455,16271,636,727,818,909,1000,1000,1000,1000,1000,
专项应付款(万元),--,--,--,--,--,--,--,--,--,2530,2000,2230,23186,26000,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
长期递延收益(万元),3649,3649,4422,3937,1273,--,--,--,--,0,--,--,--,--,
递延所得税负债(万元),1701,4680,8559,7811,8667,4104,1423,--,--,0,--,--,0,--,
其他非流动负债(万元),--,--,--,0,3528,5077,5353,2101,2377,199,222,--,0,--,
非流动负债合计(万元),28632,35102,47844,56603,62340,16818,7504,4420,5786,17729,39222,57730,77186,64000,
负债合计(万元),387030,358741,336694,348281,442074,326926,273256,237002,204353,198164,172668,185184,208348,138359,
实收资本(或股本)(万元),63491,63491,63491,63491,49991,33327,26147,26147,26147,20113,20113,15013,15013,15013,
资本公积(万元),154951,154951,154951,154951,78800,107775,63058,58788,58788,64822,64552,21213,233,233,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,
盈余公积(万元),8724,7711,7711,7711,7711,7711,7711,7711,7711,7711,7711,5681,4059,3424,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
未分配利润(万元),30403,23562,24180,27469,24530,38583,37264,46513,38499,37461,53437,35254,22869,17164,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,--,
归属于母公司股东权益合计(万元),262672,263756,276010,277055,187034,187397,134180,139159,131146,130108,145814,77161,42174,35835,
少数股东权益(万元),4748,3627,3207,125,139,156,155,165,175,145,220,56,45,55,
所有者权益(或股东权益)合计(万元),267421,267383,279217,277180,187173,187553,134334,139325,131321,130253,146033,77218,42219,35890,
负债和所有者权益(或股东权益)总计(万元),654451,626123,615911,625461,629247,514479,407590,376327,335674,328416,318701,262402,250568,174249,		
  
