报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),112,144,236,279,331,133,550,22419,2813,1512,1476,15611,3071,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收票据(万元),--,1000,25000,74085,30000,--,--,--,--,0,--,0,0,
应收账款(万元),981,2822,18229,1381,--,43,204,1081,779,875,458,250,514,
预付款项(万元),68,47161,32113,5030,4475,4462,35451,56329,33714,3201,1217,2475,1624,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收利息(万元),--,--,--,--,--,--,--,27,--,0,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,854,0,
其他应收款(万元),202,216,5026,4830,35313,88581,10166,551,3480,5283,6237,3154,1278,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
存货(万元),154,154,4917,1189,153,151,27997,29450,29100,246,306,278,23972,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
流动资产合计(万元),1516,51497,85521,86794,70272,93371,74368,109857,69887,11117,9695,22621,30458,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
可供出售金融资产(万元),122,31705,122,122,1100,--,--,--,--,0,0,291,69,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
长期股权投资(万元),89910,--,1471,6199,7990,10543,5340,5500,5000,5000,5000,5000,5000,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
投资性房地产(万元),4522,6374,6981,7427,7806,8249,8692,21707,22619,50450,52158,38065,37106,
固定资产原值(万元),445,500,497,514,617,951,1044,2079,2106,1945,1950,1990,3537,
累计折旧(万元),289,329,321,324,385,582,540,1194,1044,900,740,618,831,
固定资产净值(万元),156,171,176,190,232,369,504,885,1062,1045,1211,1372,2706,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,0,0,--,0,
固定资产(万元),156,171,176,190,232,369,504,885,1062,1045,1211,1372,2706,
在建工程(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
固定资产清理(万元),--,--,--,1,--,--,--,--,--,0,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
无形资产(万元),--,0,1,1,1,2,--,--,--,0,0,1,1,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
商誉(万元),--,22,22,22,--,--,--,--,--,0,--,0,1317,
长期待摊费用(万元),10,13,19,26,34,41,1405,7,13,15,22,66,146,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
递延所得税资产(万元),28,28,28,18,1,1,31,40,20,30,60,105,91,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
非流动资产合计(万元),94749,38313,8819,14007,17164,19204,15973,28138,28714,56539,58450,44900,46436,
资产总计(万元),96265,89811,94340,100801,87436,112575,90341,137996,98602,67657,68144,67520,76893,
短期借款(万元),10582,14894,21910,21910,21910,21910,19300,12375,12375,12375,12505,15765,12723,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应付票据(万元),--,1000,--,--,--,--,--,43800,--,0,--,0,0,
应付账款(万元),1285,1461,1298,1284,37,37,38,305,68,22,24,22,1362,
预收账款(万元),800,787,5586,6124,5444,5540,1045,921,874,636,597,501,811,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应付职工薪酬(万元),258,265,251,255,150,118,104,90,99,102,41,28,311,
应交税费(万元),3553,2081,1397,1751,1847,1969,1551,1143,1285,940,1038,1599,772,
应付利息(万元),16462,11827,9741,8035,4461,556,63,46,18,0,--,0,0,
应付股利(万元),127,127,127,127,127,127,595,595,127,127,127,127,127,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
其他应付款(万元),32486,29541,27287,40953,35117,32570,5167,18506,22745,1461,1018,909,3648,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,10000,10000,--,--,0,--,0,4896,
其他流动负债(万元),10000,10000,10000,10000,10000,--,--,--,--,0,--,0,0,
流动负债合计(万元),75553,71983,77597,90440,79092,72827,37862,77780,37591,15663,15348,18950,24650,
长期借款(万元),--,--,--,--,--,--,--,10000,10000,2200,2700,0,3033,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
长期应付款(万元),--,--,--,--,--,--,--,13,27,0,--,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
预计非流动负债(万元),18562,16543,8382,--,3371,1000,55,55,55,0,--,0,0,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,0,--,94,21,
其他非流动负债(万元),0,0,0,0,0,--,--,--,--,0,--,0,0,
非流动负债合计(万元),18562,16543,8382,0,3371,1000,55,10068,10082,2200,2700,94,3054,
负债合计(万元),94115,88525,85979,90440,82463,73827,37917,87849,47673,17863,18048,19044,27704,
实收资本(或股本)(万元),33644,33644,33644,33644,33644,33644,33644,33644,33644,33644,33644,33644,33644,
资本公积(万元),21929,21929,21929,3035,531,531,531,531,531,531,458,650,501,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
盈余公积(万元),5866,5866,5866,5866,5866,5866,5866,5541,5461,5461,5438,5275,5037,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
未分配利润(万元),-60325,-61067,-53973,-32526,-35467,-1821,11978,10044,9865,9670,9175,7673,6448,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,
归属于母公司股东权益合计(万元),1114,373,7466,10020,4575,38221,52019,49760,49501,49306,48716,47243,45631,
少数股东权益(万元),1036,913,895,342,398,526,405,387,1428,488,1380,1234,3559,
所有者权益(或股东权益)合计(万元),2150,1285,8361,10361,4973,38747,52424,50147,50929,49794,50096,48476,49190,
负债和所有者权益(或股东权益)总计(万元),96265,89811,94340,100801,87436,112575,90341,137996,98602,67657,68144,67520,76893,		
  
