报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),48012,68309,79220,69746,64462,18762,15207,8241,
结算备付金(万元),--,--,--,--,0,--,--,--,
拆出资金(万元),--,--,--,--,0,--,--,--,
交易性金融资产(万元),--,--,--,--,0,--,--,--,
衍生金融资产(万元),--,--,--,--,0,--,--,--,
应收票据(万元),6013,1401,1067,890,1412,499,638,48,
应收账款(万元),44661,42494,35061,28293,20229,15907,12041,10099,
预付款项(万元),2116,2058,3577,4743,2347,1861,1689,1987,
应收保费(万元),--,--,--,--,0,--,--,--,
应收分保账款(万元),--,--,--,--,0,--,--,--,
应收分保合同准备金(万元),--,--,--,--,0,--,--,--,
应收利息(万元),287,230,--,--,0,--,--,--,
应收股利(万元),--,--,--,--,0,--,--,--,
其他应收款(万元),586,441,449,394,95,274,62,76,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,0,--,--,--,
存货(万元),11375,11950,9737,9347,8270,6372,5364,4081,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),1336,1243,--,--,0,--,--,--,
其他流动资产(万元),12763,107,212,--,29,2,--,163,
流动资产合计(万元),127148,128234,129323,113411,96843,43677,35001,24695,
发放贷款及垫款(万元),--,--,--,--,0,--,--,--,
可供出售金融资产(万元),--,--,--,--,0,--,--,--,
持有至到期投资(万元),--,--,--,--,0,--,--,--,
长期应收款(万元),610,860,--,--,0,--,--,--,
长期股权投资(万元),--,--,--,--,0,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,0,--,--,--,
固定资产原值(万元),31875,24204,21657,11044,10465,10626,9436,7349,
累计折旧(万元),8482,7195,5556,4588,3676,2830,1844,1152,
固定资产净值(万元),23393,17009,16101,6456,6789,7796,7591,6196,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),23393,17009,16101,6456,6789,7796,7591,6196,
在建工程(万元),--,1092,--,3144,205,--,--,--,
工程物资(万元),--,--,--,--,0,--,--,--,
固定资产清理(万元),--,--,--,--,0,--,--,--,
生产性生物资产(万元),--,--,--,--,0,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,0,--,--,--,
无形资产(万元),595,456,421,347,370,363,380,378,
开发支出(万元),--,--,--,--,0,--,--,--,
商誉(万元),28180,28180,--,--,0,--,--,--,
长期待摊费用(万元),394,450,585,88,18,85,159,306,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),625,562,528,411,221,166,117,93,
其他非流动资产(万元),5528,1025,153,2321,0,--,--,--,
非流动资产合计(万元),59325,49633,17789,12766,7604,8411,8247,6974,
资产总计(万元),186473,177868,147111,126177,104447,52088,43248,31670,
短期借款(万元),--,--,--,--,0,--,500,500,
向中央银行借款(万元),--,--,--,--,0,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,0,--,--,--,
拆入资金(万元),--,--,--,--,0,--,--,--,
交易性金融负债(万元),--,--,--,--,0,--,--,--,
衍生金融负债(万元),--,--,--,--,0,--,--,--,
应付票据(万元),3,--,--,--,0,--,--,--,
应付账款(万元),3322,2921,2202,2279,2092,1882,1184,983,
预收账款(万元),1456,1836,1151,1296,1176,1126,942,755,
卖出回购金融资产款(万元),--,--,--,--,0,--,--,--,
应付手续费及佣金(万元),--,--,--,--,0,--,--,--,
应付职工薪酬(万元),0,--,--,--,0,--,--,--,
应交税费(万元),1729,2296,1737,1595,1034,860,1413,496,
应付利息(万元),--,--,--,--,0,--,--,--,
应付股利(万元),--,--,--,--,0,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),1909,3670,2694,2766,610,256,308,28,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,0,--,--,--,
应付分保账款(万元),--,--,--,--,0,--,--,--,
保险合同准备金(万元),--,--,--,--,0,--,--,--,
代理买卖证券款(万元),--,--,--,--,0,--,--,--,
代理承销证券款(万元),--,--,--,--,0,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
