报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),56001,50833,45568,60613,32302,28822,37684,46789,6813,1536,2677,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,0,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1771,439,223,58,84,257,--,155,--,--,--,
应收账款(万元),4578,2621,2083,1858,935,667,336,77,51,55,34,
预付款项(万元),431,345,784,496,267,2594,182,58,116,32,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),66,133,169,194,1009,255,25,65,110,551,1634,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),136,140,130,142,119,56,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),800,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),261,14347,11950,12098,10953,--,--,--,--,--,--,
流动资产合计(万元),64044,68860,60908,75458,45670,32650,38227,47143,7089,2174,4345,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1600,--,--,10,10,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),2900,2200,2200,800,800,800,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,10,0,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,936,0,--,--,--,--,
固定资产原值(万元),321679,308688,245680,220781,147106,122383,81335,42534,34237,16007,10400,
累计折旧(万元),110716,84620,59716,44106,32136,21570,13928,8126,5208,3353,2688,
固定资产净值(万元),210963,224068,185965,176675,114969,100813,67407,34408,29029,12654,7712,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),210963,224068,185965,176675,114969,100813,67407,34408,29029,12654,7712,
在建工程(万元),75446,66743,88325,90782,125566,96271,76357,64090,32781,23302,4929,
工程物资(万元),5806,8050,23253,23640,24314,21192,32673,28338,13497,3098,2063,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,0,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,0,--,--,--,--,
无形资产(万元),5447,5599,5696,5801,5947,5088,3905,3945,3148,3216,3267,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),2251,2800,2800,3274,3274,3274,0,--,--,--,--,
长期待摊费用(万元),523,851,1163,1392,1276,1100,1225,86,175,273,365,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),40,39,31,40,33,16,7,4,6,11,55,
其他非流动资产(万元),--,--,3642,4262,4883,5503,2141,--,--,--,--,
非流动资产合计(万元),304976,310351,313075,306676,281073,235006,183714,130872,78635,42554,18391,
资产总计(万元),369020,379210,373983,382134,326742,267656,221941,178015,85724,44728,22735,
短期借款(万元),35000,63900,60200,72400,48400,4990,16000,3000,6000,5000,6250,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),246,145,817,4439,9335,7262,9256,7665,2000,--,--,
应付账款(万元),15094,17807,16145,17690,12495,10591,7198,3361,3282,2687,871,
预收账款(万元),8012,5807,4594,5097,2465,1388,5555,2185,4371,1151,993,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),364,593,1758,333,1067,145,258,128,10,5,22,
