报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),2548,34,950,6,
结算备付金(万元),--,--,--,--,
拆出资金(万元),--,--,--,--,
交易性金融资产(万元),--,--,--,--,
衍生金融资产(万元),--,--,--,--,
应收票据(万元),312,--,--,--,
应收账款(万元),11307,325,295,29,
预付款项(万元),1323,145,24,--,
应收保费(万元),--,--,--,--,
应收分保账款(万元),--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,
应收利息(万元),--,--,--,--,
应收股利(万元),--,--,--,--,
其他应收款(万元),4425,574,43,--,
应收出口退税(万元), --,--,--,--,
应收补贴款(万元),--,--,--,--,
应收保证金(万元),--,--,--,--,
内部应收款(万元),--,--,--,--,
买入返售金融资产(万元),--,--,--,--,
存货(万元),4696,125,--,--,
待摊费用(万元),--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,
其他流动资产(万元),1325,14,--,--,
流动资产合计(万元),25936,1218,1312,35,
发放贷款及垫款(万元),--,--,--,--,
可供出售金融资产(万元),--,--,--,--,
持有至到期投资(万元),--,--,--,--,
长期应收款(万元),--,--,--,--,
长期股权投资(万元),--,--,--,--,
其他长期投资(万元),--,--,--,--,
投资性房地产(万元),--,--,--,--,
固定资产原值(万元),--,--,--,--,
累计折旧(万元),--,--,--,--,
固定资产净值(万元),--,--,--,--,
固定资产减值准备(万元),--,--,--,--,
固定资产(万元),85,42,22,--,
在建工程(万元),--,--,--,--,
工程物资(万元),--,--,--,--,
固定资产清理(万元),--,--,--,--,
生产性生物资产(万元),--,--,--,--,
公益性生物资产(万元),--,--,--,--,
油气资产(万元),--,--,--,--,
无形资产(万元),2215,--,--,--,
开发支出(万元),--,11,--,--,
商誉(万元),34578,43,43,--,
长期待摊费用(万元),11,5,--,--,
股权分置流通权(万元),--,--,--,--,
递延所得税资产(万元),472,11,--,0,
其他非流动资产(万元),--,350,--,--,
非流动资产合计(万元),37361,461,65,0,
资产总计(万元),63297,1679,1377,36,
短期借款(万元),4968,--,--,--,
向中央银行借款(万元),--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,
拆入资金(万元),--,--,--,--,
交易性金融负债(万元),--,--,--,--,
衍生金融负债(万元),--,--,--,--,
应付票据(万元),--,--,--,--,
应付账款(万元),4453,69,--,2569,
预收账款(万元),2682,17,2,190,
卖出回购金融资产款(万元),--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,
应付职工薪酬(万元),503,39,105,565,
应交税费(万元),1694,21,156,135,
应付利息(万元),9,--,--,--,
应付股利(万元),--,--,--,--,
其他应交款(万元),--,--,--,--,
应付保证金(万元),--,--,--,--,
内部应付款(万元),--,--,--,--,
其他应付款(万元),1088,14378,14491,11565,
预提费用(万元),--,--,--,--,
预计流动负债(万元),--,--,--,--,
应付分保账款(万元),--,--,--,--,
保险合同准备金(万元),--,--,--,--,
代理买卖证券款(万元),--,--,--,--,
代理承销证券款(万元),--,--,--,--,
国际票证结算(万元),--,--,--,--,
国内票证结算(万元),--,--,--,--,
递延收益(万元),--,--,--,--,
应付短期债券(万元),--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,
其他流动负债(万元),--,--,--,--,
流动负债合计(万元),15397,14525,14754,15024,
长期借款(万元),--,--,--,--,
应付债券(万元),--,--,--,--,
长期应付款(万元),--,--,--,--,
专项应付款(万元),--,--,--,--,
预计非流动负债(万元),247,--,--,--,
长期递延收益(万元),--,--,--,--,
递延所得税负债(万元),--,--,--,--,
其他非流动负债(万元),--,--,--,--,
非流动负债合计(万元),247,0,0,0,
负债合计(万元),15644,14525,14754,15024,
实收资本(或股本)(万元),18540,18540,18540,18540,
资本公积(万元),113147,21177,21177,20627,
减:库存股(万元),--,--,--,--,
专项储备(万元),--,--,--,--,
盈余公积(万元),1022,1022,1022,1022,
一般风险准备(万元),--,--,--,--,
未确定的投资损失(万元),--,--,--,--,
未分配利润(万元),-84361,-53792,-53837,-54482,
拟分配现金股利(万元),--,--,--,--,
外币报表折算差额(万元),--,--,--,--,
归属于母公司股东权益合计(万元),48347,-13052,-13098,-14292,
少数股东权益(万元),-694,206,-280,-696,
所有者权益(或股东权益)合计(万元),47653,-12846,-13377,-14988,
负债和所有者权益(或股东权益)总计(万元),63297,1679,1377,36,		
  
