报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),17300,16498,3635,841,2817,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,135,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),11061,7790,8383,1771,8305,
应收账款(万元),51470,38487,21848,18219,12857,
预付款项(万元),169,351,131,373,372,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),--,258,478,494,55,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),15315,15425,12149,6146,2975,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),990,2198,--,--,--,
流动资产合计(万元),96545,81006,46624,27844,27515,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),1720,2120,2120,2120,210,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),4196,1705,1471,421,464,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),--,--,--,--,--,
累计折旧(万元),--,--,--,--,--,
固定资产净值(万元),--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),--,2920,2181,1594,947,
在建工程(万元),--,1119,57,23,--,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),8194,1955,1933,--,--,
开发支出(万元),--,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),177,466,--,--,--,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),1485,547,263,190,116,
其他非流动资产(万元),58,6549,--,--,--,
非流动资产合计(万元),29716,17382,8025,4348,1737,
资产总计(万元),126260,98388,54648,32192,29252,
短期借款(万元),10216,4230,7990,5300,6000,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),7923,2426,1667,702,186,
应付账款(万元),26463,23850,13142,6410,3546,
预收账款(万元),491,194,436,212,102,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),2019,1394,258,182,54,
应交税费(万元),2048,2035,1254,1967,404,
应付利息(万元),--,--,--,--,--,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),--,463,34,50,7119,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),700,1231,--,--,--,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),49895,35823,24781,14821,17411,
长期借款(万元),--,700,2000,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),0,700,2000,--,--,
负债合计(万元),49895,36523,26781,14821,17411,
实收资本(或股本)(万元),26377,26377,15146,15146,7196,
资本公积(万元),18349,18346,193,193,138,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),5084,3499,2132,1092,453,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),26433,13523,10350,895,4053,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),76243,61745,27820,17326,11840,
少数股东权益(万元),122,120,47,45,-0,
所有者权益(或股东权益)合计(万元),76365,61865,27868,17371,11840,
负债和所有者权益(或股东权益)总计(万元),126260,98388,54648,32192,29252,		
  
