报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),28992,27040,22944,10752,14539,10745,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,8,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,
应收账款(万元),9580,7623,7099,7708,4341,2123,
预付款项(万元),1589,1925,1815,1162,702,754,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),2677,1256,1426,481,402,65,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),41566,32106,25223,18053,13214,11004,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),102867,80326,713,130,--,8,
流动资产合计(万元),187271,150275,59221,38286,33199,24708,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),200,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),37358,35559,31180,--,--,--,
累计折旧(万元),12295,9468,7737,--,--,--,
固定资产净值(万元),25063,26091,23442,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),25063,26091,23442,11388,9503,6057,
在建工程(万元),6328,1084,1422,10510,6603,2622,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),7621,7287,7296,3356,3434,3514,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,23,93,168,267,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),3209,2740,2532,1733,659,437,
其他非流动资产(万元),25,421,223,--,--,--,
非流动资产合计(万元),42447,37623,34939,27080,20367,12897,
资产总计(万元),229718,187898,94160,65366,53566,37605,
短期借款(万元),13747,--,--,--,1946,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),24,--,17,30,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),4318,5542,4424,4703,2705,3583,
应付账款(万元),13904,11446,10936,8618,8646,6072,
预收账款(万元),3431,2930,2798,1878,1552,1579,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),3121,2979,2501,1911,1540,1227,
应交税费(万元),1644,1199,2267,3013,1092,1427,
应付利息(万元),13,--,--,--,2,--,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),6916,2001,1555,926,965,686,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),2569,2404,2656,2399,1607,1625,
流动负债合计(万元),49688,28500,27155,23478,20054,16198,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),2830,2474,1811,1274,398,437,
长期递延收益(万元),1220,613,579,650,364,347,
递延所得税负债(万元),248,195,289,105,--,1,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),4298,3281,2679,2028,762,785,
负债合计(万元),53986,31781,29833,25506,20816,16983,
实收资本(或股本)(万元),40997,40080,33480,7500,7500,7500,
资本公积(万元),71738,67891,25,1300,1300,1300,
减:库存股(万元),4344,--,--,--,--,--,
专项储备(万元),1114,878,707,436,266,147,
盈余公积(万元),12673,9877,7684,5032,3056,1725,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),53371,37344,22290,25449,20679,9916,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),175732,156117,64327,39860,32750,20622,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),175732,156117,64327,39860,32750,20622,
负债和所有者权益(或股东权益)总计(万元),229718,187898,94160,65366,53566,37605,		
  
