报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),15428,7537,8927,13631,7756,9979,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),3125,558,961,1511,188,106,
应收账款(万元),22824,14312,875,1632,820,399,
预付款项(万元),8737,2167,1278,2482,2207,982,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),189,186,129,131,379,2417,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),994,3906,5152,3520,2701,1986,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),33332,39056,8692,869,539,260,
流动资产合计(万元),84628,67723,26015,23777,14591,16129,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),900,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),23816,22027,21690,19185,--,--,
累计折旧(万元),8506,6885,5041,4358,--,--,
固定资产净值(万元),15310,15142,16649,14827,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),15310,15142,16649,14827,6792,5940,
在建工程(万元),13820,7131,6318,4679,9036,4613,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),2260,851,965,1102,638,622,
开发支出(万元),2156,3370,2225,1561,696,213,
商誉(万元),22,22,22,22,22,22,
长期待摊费用(万元),505,287,151,72,42,85,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),1609,1490,1720,1548,1041,648,
其他非流动资产(万元),2289,5648,1170,3288,3480,2658,
非流动资产合计(万元),38870,33940,29221,27098,21747,14801,
资产总计(万元),123497,101663,55236,50875,36337,30930,
短期借款(万元),2660,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,
应付账款(万元),21599,7768,632,721,513,493,
预收账款(万元),1280,1865,2035,2378,2061,1632,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1038,905,1007,1065,256,159,
应交税费(万元),1348,743,968,1839,1873,1757,
应付利息(万元),--,--,--,--,--,--,
应付股利(万元),--,--,--,--,78,624,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),5362,3877,3901,4579,2927,1487,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),33287,15159,8543,10582,7709,6152,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),446,687,750,--,--,--,
递延所得税负债(万元),--,12,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),446,699,750,0,0,0,
负债合计(万元),33733,15858,9294,10582,7709,6152,
实收资本(或股本)(万元),42300,42300,36000,36000,210,210,
资本公积(万元),25683,25683,2280,2120,3656,2983,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),3116,2918,2852,2699,512,407,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),18664,14903,4811,-528,24241,19976,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),89764,85804,45942,40290,28619,23576,
少数股东权益(万元),--,--,--,2,9,1202,
所有者权益(或股东权益)合计(万元),89764,85804,45942,40293,28628,24778,
负债和所有者权益(或股东权益)总计(万元),123497,101663,55236,50875,36337,30930,		
  
