报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),33797,40368,23180,20767,12526,8889,9612,7756,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),247,2463,1890,2082,1340,2975,1540,3513,
应收账款(万元),23619,21182,14549,19676,21447,18370,14056,11479,
预付款项(万元),853,3697,1093,840,1230,658,368,487,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),536,380,677,724,786,1295,1349,1053,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),28009,19694,12780,10880,6143,7912,7019,8956,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),189,326,--,--,--,--,--,--,
其他流动资产(万元),15435,8804,28918,24104,--,900,--,--,
流动资产合计(万元),102685,96913,83087,79074,43473,40999,33944,33243,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2317,3317,1500,500,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),95,281,384,--,--,844,1102,--,
长期股权投资(万元),1785,1656,--,--,--,--,--,95,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),16693,16479,14766,14279,8600,8443,8389,8135,
累计折旧(万元),7333,6386,5337,4506,3713,3215,2760,2224,
固定资产净值(万元),9360,10093,9429,9773,4887,5227,5630,5911,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),9360,10093,9429,9773,4887,5227,5630,5911,
在建工程(万元),2488,2397,3120,213,4931,2,30,2,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),2244,2282,2354,1634,1676,1715,1293,1310,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),59,68,48,1,4,6,9,14,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),911,803,815,827,753,587,315,248,
其他非流动资产(万元),5502,33,846,2700,100,1835,--,--,
非流动资产合计(万元),24759,20930,18497,15647,12352,10215,8379,7581,
资产总计(万元),127445,117843,101585,94721,55825,51215,42323,40824,
短期借款(万元),--,--,--,0,1600,1600,2140,4950,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,1000,--,1190,800,500,357,200,
应付账款(万元),12786,10193,7582,6800,5727,5783,5986,3633,
预收账款(万元),14740,13516,7745,9688,4699,6127,3638,6371,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1964,1482,1306,1149,972,944,646,429,
应交税费(万元),618,880,920,710,677,620,-713,1063,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),76,42,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),1807,1834,2377,996,492,852,1327,708,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),31990,28947,19929,20534,14968,16426,13380,17352,
长期借款(万元),--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,865,1009,865,655,671,72,12,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),1013,661,731,591,254,292,305,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,308,
非流动负债合计(万元),1013,1526,1740,1456,909,963,377,320,
负债合计(万元),33004,30474,21670,21989,15877,17389,13757,17672,
实收资本(或股本)(万元),30234,30234,10071,10000,7500,7500,7500,7500,
资本公积(万元),19006,19515,38953,37175,12655,12655,12655,12655,
减:库存股(万元),1142,1151,1491,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),6083,5191,4443,3693,3095,2462,1925,1487,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),39896,33221,27550,21476,16514,11009,6486,1510,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),94072,87010,79525,72345,39765,33626,28565,23152,
少数股东权益(万元),369,359,389,387,183,200,--,--,
所有者权益(或股东权益)合计(万元),94441,87369,79915,72731,39948,33826,28565,23152,
负债和所有者权益(或股东权益)总计(万元),127445,117843,101585,94721,55825,51215,42323,40824,		
  
