报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),6321,34779,13400,34676,5998,6105,7124,896,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,
应收账款(万元),9582,1214,432,386,197,111,90,112,
预付款项(万元),1090,156,69,29,434,403,451,564,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),519,32,6,92,318,466,540,63,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),13446,5531,4647,4264,4222,4431,4524,4358,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),1101,518,21818,1,64,125,678,1458,
流动资产合计(万元),32060,42231,40371,39448,11233,11642,13406,7451,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),33177,31438,14994,13674,12560,11505,10434,--,
累计折旧(万元),9756,7868,6793,5810,4612,3605,2633,--,
固定资产净值(万元),23422,23571,8201,7864,7947,7900,7801,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),23422,23571,8201,7864,7947,7900,7801,4922,
在建工程(万元),4763,4438,11861,9412,6026,4346,796,2270,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),539,499,418,434,420,434,449,415,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),32602,--,--,--,--,--,--,--,
长期待摊费用(万元),362,193,194,160,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),125,121,114,98,94,113,23,1,
其他非流动资产(万元),5489,673,1008,83,--,--,--,--,
非流动资产合计(万元),67301,29495,21796,18050,14486,12793,9068,7608,
资产总计(万元),99361,71726,62168,57497,25720,24435,22475,15059,
短期借款(万元),5470,--,--,--,2000,2600,3237,1650,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,500,--,--,--,
应付账款(万元),6207,5659,2017,1979,1883,2186,2431,3027,
预收账款(万元),576,1022,688,316,1082,992,1152,905,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),529,290,212,224,193,153,124,106,
应交税费(万元),891,386,351,375,259,332,205,-317,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),17660,1444,19,15,15,14,13,997,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),8,--,--,--,--,--,--,--,
流动负债合计(万元),31342,8802,3287,2908,5931,6277,7163,6368,
长期借款(万元),--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),427,451,681,601,488,417,136,--,
递延所得税负债(万元),5,--,56,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),432,451,736,601,488,417,136,0,
负债合计(万元),31774,9252,4023,3508,6419,6693,7298,6368,
实收资本(或股本)(万元),21278,21248,21120,9600,7200,7200,7200,1800,
资本公积(万元),23139,21822,20298,31818,3988,3988,3988,0,
减:库存股(万元),--,1417,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),3730,3393,2771,2186,1524,936,399,689,
