报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),43929,52772,7804,11526,2720,2741,1084,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,
应收账款(万元),6115,6215,3434,3047,2305,1383,1133,
预付款项(万元),418,184,47,85,115,140,224,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),185,96,--,--,--,--,--,
其他应收款(万元),82,118,34,15,116,14810,10532,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),5357,4285,2595,2031,1613,918,824,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),1546,1296,2209,469,964,830,510,
流动资产合计(万元),57631,64966,16122,17172,7834,20821,14307,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),1000,1000,1000,1000,1000,1000,1000,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),25580,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),47516,44929,36494,31169,27979,--,25193,
累计折旧(万元),18119,15708,13582,11784,10688,--,7858,
固定资产净值(万元),29397,29221,22912,19384,17291,--,17335,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),29397,29221,22912,19384,17291,17734,17335,
在建工程(万元),4138,2044,3684,625,850,371,338,
工程物资(万元),212,198,592,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),10608,10982,10945,9315,8140,5468,5357,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),35,62,90,60,56,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),1860,1604,1264,1003,1010,916,752,
其他非流动资产(万元),3401,1760,326,458,408,381,456,
非流动资产合计(万元),76230,46871,40813,31844,28754,25870,25237,
资产总计(万元),133861,111837,56936,49017,36589,46692,39544,
短期借款(万元),--,--,--,1000,370,2000,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,
应付账款(万元),3183,3375,2502,1017,1192,959,622,
预收账款(万元),10583,8768,8604,8275,8208,7646,6423,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
