报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),14734,25992,16640,7746,8822,8239,6719,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,4,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),1641,2089,2042,2435,1727,2199,1754,
应收账款(万元),7287,8365,6901,5571,7446,5221,5622,
预付款项(万元),1146,899,964,834,1520,3593,8119,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),495,100,460,432,301,227,283,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),17260,15493,15303,9924,13021,16707,13523,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),4664,474,24,2,56,56,82,
流动资产合计(万元),47228,53411,42337,26944,32893,36242,36102,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),60588,58150,40634,--,--,--,16483,
累计折旧(万元),21995,17506,13633,--,--,--,3477,
固定资产净值(万元),38593,40644,27001,--,--,--,13006,
固定资产减值准备(万元),10853,10760,7094,--,--,--,--,
固定资产(万元),27740,29884,19907,26324,25446,16896,13006,
在建工程(万元),34970,1710,14362,14328,11802,16849,9760,
工程物资(万元),722,1678,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),7629,4906,5007,5188,5296,5409,5044,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,41,103,164,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),4532,3723,2614,1163,826,329,146,
其他非流动资产(万元),4014,6152,741,--,--,--,--,
非流动资产合计(万元),79607,48052,42631,47004,43412,39585,28121,
资产总计(万元),126835,101463,84968,73948,76305,75827,64223,
短期借款(万元),15500,15700,13500,14223,13890,16075,11500,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,2,--,2,13,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),6588,2057,3920,2400,7206,8432,5267,
应付账款(万元),9420,5139,4926,4248,3380,2555,2103,
预收账款(万元),715,557,895,583,533,222,730,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),1086,431,440,374,225,157,349,
应交税费(万元),2416,3436,1623,1356,544,337,654,
应付利息(万元),12,11,15,26,53,58,105,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),809,9285,394,670,667,150,116,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
