报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),9901,14371,10652,6976,19492,19041,7321,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,1580,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,441,219,91,113,98,--,
应收账款(万元),22579,16166,13571,7250,8666,9120,5803,
预付款项(万元),580,683,332,404,529,286,279,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,430,90,8,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),3603,2019,2319,1328,2018,1595,482,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),13465,13702,10895,10434,14731,10138,7543,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),1088,502,329,282,1175,734,1067,
流动资产合计(万元),51217,47885,38317,26765,47155,41103,24082,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),25,2804,713,467,--,--,--,
固定资产原值(万元),27793,--,--,--,--,--,--,
累计折旧(万元),8582,--,--,--,--,--,--,
固定资产净值(万元),19211,--,--,--,--,--,--,
固定资产减值准备(万元),171,--,--,--,--,--,--,
固定资产(万元),19040,15726,16265,13139,12951,11573,6563,
在建工程(万元),--,22,--,3597,113,2,386,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),2173,1361,1524,1466,1495,980,865,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),1828,395,104,--,25,54,84,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),774,430,633,716,460,246,60,
其他非流动资产(万元),654,265,29,153,--,--,--,
非流动资产合计(万元),32960,21002,19268,19538,15044,12854,7958,
资产总计(万元),84177,68886,57585,46303,62199,53957,32040,
短期借款(万元),--,--,2000,3083,11596,14938,3093,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),25,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,3353,4706,915,
应付账款(万元),22965,17926,14710,11981,13324,8910,7085,
预收账款(万元),1170,1629,494,653,1887,1104,769,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),3759,3270,2306,1268,2378,1845,729,
应交税费(万元),869,1414,1693,1482,1999,1485,623,
应付利息(万元),--,--,3,5,308,30,--,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),787,840,875,501,1056,2368,5021,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),29576,25078,22081,18973,35901,35386,18234,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,95,107,108,--,--,
长期递延收益(万元),2857,941,956,875,585,598,611,
递延所得税负债(万元),1245,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),4101,941,1051,982,693,598,611,
负债合计(万元),33678,26019,23132,19956,36594,35984,18845,
实收资本(或股本)(万元),6366,6366,6366,6366,6366,6000,4382,
资本公积(万元),2001,2001,2001,2001,2001,859,380,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),3262,2155,1390,857,571,217,256,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),39148,32628,24916,17177,16640,10865,7835,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),50499,42867,34454,26348,25605,17973,12857,
少数股东权益(万元),--,--,--,--,--,--,338,
所有者权益(或股东权益)合计(万元),50499,42867,34454,26348,25605,17973,13195,
负债和所有者权益(或股东权益)总计(万元),84177,68886,57585,46303,62199,53957,32040,		
  
