报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),59879,28510,12106,21466,21216,22041,18233,19663,29185,18115,17336,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,52,--,--,--,8,11,17,497,741,102,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),16413,14623,6375,8910,7390,7644,7597,5725,4050,3419,1440,
应收账款(万元),135573,72379,82197,67987,68057,65343,55152,42009,41828,28984,40178,
预付款项(万元),11493,7570,15998,7037,6899,2461,2517,10063,6823,15613,13794,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),249,120,--,--,--,1206,786,784,--,--,--,
其他应收款(万元),5554,4616,2841,2542,3289,2899,2781,2521,2632,2060,1611,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),92356,57061,31040,29487,32715,25896,22244,21895,21024,25705,22047,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2637,14387,28000,--,2,--,--,14,--,--,--,
流动资产合计(万元),324154,199319,178557,137430,139568,127498,109320,102691,106039,94638,96507,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3090,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),14140,16456,15668,15830,15561,9616,9145,6998,6805,6072,5030,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),150217,106420,71048,69934,69290,29225,--,--,--,--,--,
累计折旧(万元),48492,22932,14687,12972,10925,9582,--,--,--,--,--,
固定资产净值(万元),101725,83488,56361,56962,58365,19644,--,--,--,--,--,
固定资产减值准备(万元),396,396,396,397,401,404,--,--,--,--,--,
固定资产(万元),101330,83092,55964,56565,57965,19239,15428,10501,10412,10267,10666,
在建工程(万元),23991,9824,6045,4773,92,35112,26342,19393,3366,53,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,0,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),42389,27649,16326,4906,5014,5011,5158,5175,5316,989,1006,
开发支出(万元),662,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),2417,2040,1281,255,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),4495,2281,2243,2798,2787,2498,2094,2053,2235,2253,2339,
其他非流动资产(万元),3828,2655,431,1233,706,803,170,--,--,--,--,
非流动资产合计(万元),196342,143997,97959,86361,82125,72280,58337,44120,28134,19634,19042,
资产总计(万元),520496,343316,276517,223791,221693,199778,167657,146811,134173,114272,115549,
短期借款(万元),39000,9500,--,13998,13500,10500,6755,10969,8687,24800,39873,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),53764,49447,38761,38304,37916,28656,24994,19723,19421,16565,13383,
应付账款(万元),72720,30038,20479,16868,20871,20258,9915,6242,8129,6831,7750,
预收账款(万元),6602,6308,20057,5720,8044,4244,3604,5233,2413,2757,4267,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),5419,3057,1672,1479,1454,994,461,341,401,473,410,
应交税费(万元),2414,2278,2534,2017,1773,3480,2594,3661,1950,610,2362,
应付利息(万元),123,11,--,25,44,47,37,172,82,43,95,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),3295,893,531,397,593,544,316,500,419,337,187,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),18535,12857,--,6316,4739,5947,20,3000,5000,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),201871,114390,84034,85124,88934,74670,48697,49841,46501,52416,68326,
长期借款(万元),48124,--,--,--,8314,11053,15570,5000,5000,10000,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),9054,19721,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
