报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),124203,101021,92105,17788,12698,10702,10559,14263,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,40,10,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),6624,3478,4097,5179,2787,2286,1485,1222,
应收账款(万元),27612,22767,26314,18364,16060,13446,13374,12676,
预付款项(万元),1737,1490,1136,598,675,405,344,884,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),1738,113,371,416,391,428,380,662,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),20380,19911,15544,13192,15674,13457,12535,8974,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),313,84,430,206,344,557,435,337,
流动资产合计(万元),182609,148864,139997,55742,48629,41320,39122,39018,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),4253,3720,3293,2773,2115,942,433,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),68499,57576,55195,47052,--,--,--,--,
累计折旧(万元),29398,25102,21643,17938,--,--,--,--,
固定资产净值(万元),39101,32474,33552,29115,--,--,--,--,
固定资产减值准备(万元),514,514,--,--,--,--,--,--,
固定资产(万元),38587,31961,33552,29115,26625,25381,23065,23357,
在建工程(万元),4472,8518,2062,4654,5539,3282,1124,454,
工程物资(万元),--,--,--,--,--,26,--,--,
固定资产清理(万元),0,--,--,--,2,--,42,3,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),7163,3321,3398,3492,3592,3307,2730,3211,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),1856,655,809,638,513,336,245,41,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),479,590,523,548,357,107,90,80,
其他非流动资产(万元),6629,6345,5873,2246,1915,1280,650,282,
非流动资产合计(万元),63438,55109,49510,43465,40658,34662,28379,27427,
资产总计(万元),246047,203973,189506,99208,89288,75982,67501,66445,
短期借款(万元),--,--,--,5000,7792,7254,15428,18286,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,15,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),1767,--,9250,6190,11126,1935,385,3450,
应付账款(万元),12039,9030,11347,10421,9589,9003,3605,4380,
预收账款(万元),1017,520,452,743,275,233,154,20,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2581,2244,2154,1883,1563,1482,607,1038,
应交税费(万元),2367,2703,1400,802,803,295,4202,526,
应付利息(万元),--,--,--,7,14,45,109,74,
应付股利(万元),--,--,--,--,--,--,1960,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),1532,133,77,40,105,34,1892,119,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,4600,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),21302,14630,24679,25087,31267,24881,28344,27909,
长期借款(万元),--,--,--,--,--,4500,6000,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),1070,1123,1281,1112,1240,60,--,--,
递延所得税负债(万元),--,--,--,--,--,6,1,--,
其他非流动负债(万元),--,--,--,--,--,--,7,11,
非流动负债合计(万元),1070,1123,1281,1112,1240,4566,6008,11,
负债合计(万元),22372,15752,25960,26198,32506,29447,34352,27920,
实收资本(或股本)(万元),18000,15000,10000,7500,7500,7500,7000,508,
资本公积(万元),69029,72029,77029,17487,17487,17381,13209,13162,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),5640,4979,4241,3583,3113,2573,2241,1748,
盈余公积(万元),4771,3732,954,618,269,100,2,254,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),78592,55920,42240,24051,12589,5878,34,11452,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),176032,151660,134464,53239,40959,33433,22485,27124,
少数股东权益(万元),47642,36560,29082,19771,15822,13102,10664,11402,
所有者权益(或股东权益)合计(万元),223674,188221,163546,73009,56781,46534,33149,38525,
负债和所有者权益(或股东权益)总计(万元),246047,203973,189506,99208,89288,75982,67501,66445,		
  
