报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),15459,24134,26924,23027,23449,25617,32389,39720,14791,12171,7376,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,0,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),883,261,194,105,2,16,36,--,655,15,--,
应收账款(万元),5887,6469,7272,7249,8520,12120,10650,12710,7578,8047,8737,
预付款项(万元),1234,3561,896,1196,2650,3750,3394,6638,2284,1155,1280,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),4864,164,612,461,2247,1116,1074,503,131,64,81,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),15658,16883,18265,21147,22045,24907,20829,15179,9037,7078,7977,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,33,89,9,--,--,--,--,
其他流动资产(万元),275,4,28,125,344,--,--,--,--,--,--,
流动资产合计(万元),44260,51477,54192,53310,59290,67616,68381,74751,34477,28529,25451,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),200,11640,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),885,945,1005,1423,1509,410,437,463,490,516,542,
固定资产原值(万元),9341,9266,9892,15772,24016,19141,18904,12278,11692,8337,--,
累计折旧(万元),4960,4469,4760,5287,8161,6973,5541,4452,4148,3310,--,
