报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),18079,13808,6576,3497,1714,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,30,29,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),34029,12740,26410,6313,946,
应收账款(万元),42802,23792,15093,17080,4140,
预付款项(万元),120,322,48,94,18,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),599,443,143,34,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),567,568,308,195,80,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),29868,21095,12070,8936,4002,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,26,--,--,
其他流动资产(万元),32682,25491,22410,5202,191,
流动资产合计(万元),158747,98258,83086,41381,11119,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),13852,10558,6507,--,--,
累计折旧(万元),4334,2595,1598,--,--,
固定资产净值(万元),9518,7964,4909,--,--,
固定资产减值准备(万元),--,--,20,--,--,
固定资产(万元),9518,7964,4888,2089,992,
在建工程(万元),79,1675,342,--,--,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),206,136,83,81,142,
开发支出(万元),749,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),3678,2817,831,762,24,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),444,249,290,213,46,
其他非流动资产(万元),932,1140,554,--,--,
非流动资产合计(万元),15605,13980,6989,3144,1205,
资产总计(万元),174352,112239,90075,44526,12324,
短期借款(万元),5564,--,--,--,385,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),21267,10236,7117,3417,1283,
应付账款(万元),33044,26320,15698,15276,4898,
预收账款(万元),237,191,1258,926,137,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),1114,830,1623,999,300,
应交税费(万元),880,140,1107,1860,299,
应付利息(万元),8,--,0,0,1,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),1651,1133,507,547,1059,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,200,--,--,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),63765,38851,27511,23024,8363,
长期借款(万元),--,--,--,200,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),330,363,287,--,--,
长期递延收益(万元),2291,3018,1420,1620,1470,
递延所得税负债(万元),--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),2621,3381,1707,1820,1470,
负债合计(万元),66385,42232,29218,24844,9833,
实收资本(或股本)(万元),11451,8588,8588,8000,2041,
资本公积(万元),60589,32822,32822,4866,1603,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),3843,3020,2109,835,1,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),32084,25577,17338,5980,-1153,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),107966,70007,60857,19681,2491,
少数股东权益(万元),--,--,--,--,--,
所有者权益(或股东权益)合计(万元),107966,70007,60857,19681,2491,
负债和所有者权益(或股东权益)总计(万元),174352,112239,90075,44526,12324,		
  
