报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),59175,13180,8248,2811,5083,5220,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),78811,75734,47570,27775,30169,12328,
应收账款(万元),71755,82483,90287,54037,21922,13328,
预付款项(万元),632,1070,803,796,1196,272,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),120,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),665,419,491,668,704,1289,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),34203,28380,19530,18833,11631,5392,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),30626,931,1186,492,657,2067,
流动资产合计(万元),275986,202197,168116,105412,71362,39896,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),1500,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),1275,1683,1610,944,559,881,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),86721,67001,57351,36356,--,--,
累计折旧(万元),22286,16797,12755,9122,--,--,
固定资产净值(万元),64435,50204,44596,27234,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),64435,50204,44596,27234,17849,7537,
在建工程(万元),5129,12874,2464,1370,1533,3888,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),5569,4392,4244,4334,4413,3026,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),4,7,2,7,11,27,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),3575,2345,2392,1323,867,562,
其他非流动资产(万元),1687,2533,1186,2416,3010,2638,
非流动资产合计(万元),83174,74038,56495,37627,28242,18558,
资产总计(万元),359160,276235,224610,143039,99604,58454,
短期借款(万元),22700,18577,5226,3494,4500,2563,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),43527,34312,32030,23934,17773,11085,
应付账款(万元),53229,72725,76564,48555,34241,14792,
预收账款(万元),351,76,47,87,327,36,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),5134,4251,3470,2501,1936,790,
应交税费(万元),3368,3556,3949,4914,2417,522,
应付利息(万元),29,57,16,5,52,--,
应付股利(万元),--,--,--,1857,2800,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),523,602,1748,508,356,218,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),1641,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),130501,134157,123049,85855,64402,30006,
长期借款(万元),6500,5800,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),653,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),3792,3521,3550,3467,2046,1380,
长期递延收益(万元),6273,6371,6662,1807,1861,1861,
递延所得税负债(万元),1265,643,244,63,46,--,
其他非流动负债(万元),3470,3970,--,--,--,--,
非流动负债合计(万元),21952,20305,10456,5337,3953,3240,
负债合计(万元),152454,154461,133505,91192,68355,33246,
实收资本(或股本)(万元),40856,36770,36770,15000,12660,12180,
资本公积(万元),66733,14181,13742,13232,1791,1347,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),382,178,--,--,--,--,
盈余公积(万元),8376,6134,3729,1568,2193,1706,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),74152,52666,27371,17292,11881,8776,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),190669,109929,81612,47091,28524,24010,
少数股东权益(万元),16037,11845,9493,4755,2725,1198,
所有者权益(或股东权益)合计(万元),206706,121774,91105,51847,31249,25208,
负债和所有者权益(或股东权益)总计(万元),359160,276235,224610,143039,99604,58454,		
  
